Wavelength,ZnS 6.25-12.5µm (MIRMIS),CdTe 12.5-25µm (MIRMIS),Mesh 25-50µm (MIRMIS),Mesh 50-100µm (MIRMIS),Mesh 100-200µm (Cardiff),Low-pass 200µm (model),8.5-9.2µm (model filter),6.6-8.2µm (model filter),NaCl Spectrum
138.67,0,0.108321428,0.697301284,1.836964815,66.40588814,0,0,0,0
138.68,0,0.107094593,0.696831415,1.836691375,66.40790228,0,0,0,0
138.69,0,0.105867759,0.696361699,1.836417935,66.40991643,0,0,0,0
138.7,0,0.104640924,0.695892136,1.836144495,66.41193057,0,0,0,0
138.71,0,0.103414089,0.695422727,1.835871055,66.41394471,0,0,0,0
138.72,0,0.102187254,0.694953471,1.835597615,66.41595885,0,0,0,0
138.73,0,0.101681126,0.694484368,1.835324175,66.41797299,0,0,0,0
138.74,0,0.101847633,0.69401542,1.835050651,66.41998713,0,0,0,0
138.75,0,0.102014141,0.693546625,1.834777211,66.42200127,0,0,0,0
138.76,0,0.102180648,0.693077983,1.834503771,66.42401541,0,0,0,0
138.77,0,0.102347155,0.692609494,1.834230331,66.42602955,0,0,0,0
138.78,0,0.102513662,0.692141159,1.833956891,66.42804369,0,0,0,0
138.79,0,0.10268017,0.691672979,1.833683451,66.43005783,0,0,0,0
138.8,0,0.102846677,0.691204951,1.833410011,66.43207197,0,0,0,0
138.81,0,0.103013184,0.690737076,1.833136571,66.43408611,0,0,0,0
138.82,0,0.103179692,0.690291014,1.832447258,66.43610025,0,0,0,0
138.83,0,0.103346199,0.689899014,1.830710134,66.43811439,0,0,0,0
138.84,0,0.103512706,0.689507108,1.82897301,66.44012853,0,0,0,0
138.85,0,0.103679214,0.689115294,1.827235886,66.44214267,0,0,0,0
138.86,0,0.103845721,0.688723574,1.825498762,66.44415681,0,0,0,0
138.87,0,0.104012228,0.688331947,1.823761637,66.44617096,0,0,0,0
138.88,0,0.104178735,0.687940413,1.822024513,66.4481851,0,0,0,0
138.89,0,0.104345243,0.687548973,1.820287389,66.45019924,0,0,0,0
138.9,0,0.10451175,0.687157626,1.818550265,66.45221338,0,0,0,0
138.91,0,0.104678257,0.686766372,1.816813141,66.45422752,0,0,0,0
138.92,0,0.104844765,0.686375211,1.815076017,66.45624166,0,0,0,0
138.93,0,0.105011272,0.685984144,1.813338892,66.4582558,0,0,0,0
138.94,0,0.105177779,0.685593169,1.811601768,66.46026994,0,0,0,0
138.95,0,0.105344287,0.685202288,1.809864644,66.46228408,0,0,0,0
138.96,0,0.105510794,0.6848115,1.80812752,66.46429822,0,0,0,0
138.97,0,0.105677301,0.684420805,1.806390396,66.46631236,0,0,0,0
138.98,0,0.105843809,0.684030204,1.804653272,66.4683265,0,0,0,0
138.99,0,0.106010316,0.683639696,1.802916148,66.47034064,0,0,0,0
139,0,0.106176823,0.683249281,1.801179023,66.47235478,0,0,0,0
139.01,0,0.10634333,0.682858959,1.799441899,66.47436892,0,0,0,0
139.02,0,0.106509838,0.682468731,1.797704775,66.47638306,0,0,0,0
139.03,0,0.106676345,0.682078596,1.795967651,66.4783972,0,0,0,0
139.04,0,0.106842852,0.681688499,1.794230527,66.48041135,0,0,0,0
139.05,0,0.10700936,0.68129855,1.792493403,66.48242549,0,0,0,0
139.06,0,0.107175867,0.680908695,1.790756278,66.48443963,0,0,0,0
139.07,0,0.107342374,0.680575391,1.78804481,66.48645377,0,0,0,0
139.08,0,0.107508882,0.680255852,1.785091924,66.48846791,0,0,0,0
139.09,0,0.107675389,0.679936349,1.782139038,66.49048205,0,0,0,0
139.1,0,0.107841896,0.679616883,1.779186152,66.49249619,0,0,0,0
139.11,0,0.108008404,0.679297455,1.776233267,66.49451033,0,0,0,0
139.12,0,0.108174911,0.678978062,1.773280381,66.49652447,0,0,0,0
139.13,0,0.108341418,0.678658707,1.770327495,66.49853861,0,0,0,0
139.14,0,0.108507925,0.678339388,1.767374525,66.50055275,0,0,0,0
139.15,0,0.108674433,0.678020106,1.764421639,66.50256689,0,0,0,0
139.16,0,0.10884094,0.677700861,1.761468754,66.50458103,0,0,0,0
139.17,0,0.109007447,0.677381652,1.758515868,66.50659517,0,0,0,0
139.18,0,0.109173955,0.67706248,1.755562982,66.50860931,0,0,0,0
139.19,0,0.109340462,0.676743345,1.752610096,66.51062345,0,0,0,0
139.2,0,0.110508943,0.676424247,1.74965721,66.51263759,0,0,0,0
139.21,0,0.111711896,0.676105185,1.746704324,66.51465173,0,0,0,0
139.22,0,0.112914849,0.67578616,1.743751355,66.51666588,0,0,0,0
139.23,0,0.114117802,0.675467172,1.740798469,66.51868002,0,0,0,0
139.24,0,0.115320755,0.675148221,1.737845583,66.52069416,0,0,0,0
139.25,0,0.116523708,0.674829306,1.734892697,66.5227083,0,0,0,0
139.26,0,0.117726661,0.674510428,1.731939811,66.52472244,0,0,0,0
139.27,0,0.118929614,0.674048916,1.728986925,66.52673658,0,0,0,0
139.28,0,0.120132567,0.673586707,1.726034039,66.52875072,0,0,0,0
139.29,0,0.12133552,0.673124554,1.723081153,66.53076486,0,0,0,0
139.3,0,0.122538473,0.672662403,1.720128184,66.532779,0,0,0,0
139.31,0,0.123741426,0.672200049,1.718182665,66.53479314,0,0,0,0
139.32,0,0.124944379,0.671736737,1.719569379,66.53680728,0,0,0,0
139.33,0,0.126147332,0.671273483,1.720956009,66.53882142,0,0,0,0
139.34,0,0.127350285,0.670810233,1.722342723,66.54083556,0,0,0,0
139.35,0,0.128553238,0.670347094,1.723729437,66.5428497,0,0,0,0
139.36,0,0.129756191,0.669884012,1.725116068,66.54486384,0,0,0,0
139.37,0,0.130959144,0.669420988,1.726502782,66.54687798,0,0,0,0
139.38,0,0.132162097,0.668957968,1.727889495,66.54889212,0,0,0,0
139.39,0,0.13336505,0.66849506,1.729276126,66.55090626,0,0,0,0
139.4,0,0.134568003,0.668032209,1.73066284,66.55292041,0,0,0,0
139.41,0,0.135770956,0.667569416,1.732049554,66.55493455,0,0,0,0
139.42,0,0.136973909,0.667106626,1.733436184,66.55694869,0,0,0,0
139.43,0,0.138176862,0.666643948,1.734822898,66.55896283,0,0,0,0
139.44,0,0.139379815,0.666181328,1.736209612,66.56097697,0,0,0,0
139.45,0,0.140582768,0.665718711,1.737596243,66.56299111,0,0,0,0
139.46,0,0.141785721,0.665256206,1.738982957,66.56500525,0,0,0,0
139.47,0,0.142988674,0.664793758,1.740369671,66.56701939,0,0,0,0
139.48,0,0.144191627,0.664331369,1.741756301,66.56903353,0,0,0,0
139.49,0,0.14539458,0.663868983,1.743143015,66.57104767,0,0,0,0
139.5,0,0.146597533,0.663406708,1.744529729,66.57306181,0,0,0,0
139.51,0,0.147800486,0.662944492,1.74591636,66.57507595,0,0,0,0
139.52,0,0.149003439,0.662482333,1.747303073,66.57709009,0,0,0,0
139.53,0,0.150206392,0.662020177,1.748689787,66.57910423,0,0,0,0
139.54,0,0.151409345,0.661558133,1.750076418,66.58111837,0,0,0,0
139.55,0,0.152612299,0.661096147,1.751463132,66.58313251,0,0,0,0
139.56,0,0.153815252,0.660640014,1.752225912,66.58514665,0,0,0,0
139.57,0,0.155018205,0.660188089,1.752529206,66.5871608,0,0,0,0
139.58,0,0.156221158,0.659736263,1.7528325,66.58917494,0,0,0,0
139.59,0,0.157424111,0.659284481,1.753135878,66.59118908,0,0,0,0
139.6,0,0.158627064,0.658832745,1.753439172,66.59320322,0,0,0,0
139.61,0,0.159830017,0.658381,1.753742466,66.59521736,0,0,0,0
139.62,0,0.16103297,0.657929354,1.754045844,66.5972315,0,0,0,0
139.63,0,0.162235923,0.657477753,1.754349138,66.59924564,0,0,0,0
139.64,0,0.163438876,0.657026143,1.754652432,66.60125978,0,0,0,0
139.65,0,0.164641829,0.656574632,1.754955726,66.60327392,0,0,0,0
139.66,0,0.165932443,0.656123165,1.755259104,66.60528806,0,0,0,0
139.67,0,0.168004879,0.655671744,1.755562398,66.6073022,0,0,0,0
139.68,0,0.170077315,0.655220315,1.755865692,66.60931634,0,0,0,0
139.69,0,0.172149751,0.654768984,1.75616907,66.61133048,0,0,0,0
139.7,0,0.174222187,0.654317698,1.756472364,66.61334462,0,0,0,0
139.71,0,0.176294623,0.653866457,1.756775658,66.61535876,0,0,0,0
139.72,0,0.178367059,0.653415208,1.757079036,66.6173729,0,0,0,0
139.73,0,0.180439495,0.652964056,1.75738233,66.61938704,0,0,0,0
139.74,0,0.182511931,0.652512951,1.757685624,66.62140118,0,0,0,0
139.75,0,0.184584367,0.65206189,1.757988918,66.62341533,0,0,0,0
139.76,0,0.186656803,0.651610821,1.758292296,66.62542947,0,0,0,0
139.77,0,0.188729239,0.65115985,1.75859559,66.62744361,0,0,0,0
139.78,0,0.190801675,0.650708925,1.758898884,66.62945775,0,0,0,0
139.79,0,0.192874112,0.650258044,1.759202261,66.63147189,0,0,0,0
139.8,0,0.194946548,0.649807154,1.759505556,66.63348603,0,0,0,0
139.81,0,0.197018984,0.64933555,1.755084482,66.63550017,0,0,0,0
139.82,0,0.19909142,0.648859917,1.749711164,66.63751431,0,0,0,0
139.83,0,0.201163856,0.648384308,1.744337929,66.63952845,0,0,0,0
139.84,0,0.203236292,0.647908829,1.738964694,66.64154259,0,0,0,0
139.85,0,0.205308728,0.647433428,1.733591459,66.64355673,0,0,0,0
139.86,0,0.207381164,0.646958103,1.728218224,66.64557087,0,0,0,0
139.87,0,0.2094536,0.646482802,1.722844989,66.64758501,0,0,0,0
139.88,0,0.211526036,0.646007631,1.717471671,66.64959915,0,0,0,0
139.89,0,0.213598472,0.645532537,1.712098436,66.65161329,0,0,0,0
139.9,0,0.215670908,0.645057521,1.706725201,66.65362743,0,0,0,0
139.91,0,0.217743344,0.644582527,1.701351966,66.65564157,0,0,0,0
139.92,0,0.21981578,0.644107664,1.695978731,66.65765571,0,0,0,0
139.93,0,0.221888216,0.643632878,1.690605496,66.65966986,0,0,0,0
139.94,0,0.223960652,0.643158169,1.685232177,66.661684,0,0,0,0
139.95,0,0.226033088,0.642683483,1.679858942,66.66369814,0,0,0,0
139.96,0,0.228105524,0.642208927,1.674485707,66.66571228,0,0,0,0
139.97,0,0.23017796,0.641734449,1.669112472,66.66772642,0,0,0,0
139.98,0,0.232250396,0.641260047,1.663739237,66.66974056,0,0,0,0
139.99,0,0.234322832,0.640785669,1.658366002,66.6717547,0,0,0,0
140,0,0.236395268,0.640311422,1.652992684,66.67376884,0,0,0,0
140.01,0,0.238467704,0.639837251,1.647619449,66.67578298,0,0,0,0
140.02,0,0.24054014,0.639363104,1.642246214,66.67779712,0,0,0,0
140.03,0,0.242612576,0.638889087,1.636872979,66.67981126,0,0,0,0
140.04,0,0.244685013,0.638415147,1.631499744,66.6818254,0,0,0,0
140.05,0,0.246757449,0.637941312,1.626127092,66.68383954,0,0,0,0
140.06,0,0.248829885,0.637474697,1.621642975,66.68585368,0,0,0,0
140.07,0,0.250902321,0.637008202,1.617158858,66.68786782,0,0,0,0
140.08,0,0.252974757,0.636541776,1.612674742,66.68988196,0,0,0,0
140.09,0,0.255047193,0.636075418,1.608190541,66.6918961,0,0,0,0
140.1,0,0.257119629,0.635609073,1.603706424,66.69391024,0,0,0,0
140.11,0,0.259192065,0.635142849,1.599222307,66.69592439,0,0,0,0
140.12,0,0.261264501,0.634676693,1.59473819,66.69793853,0,0,0,0
140.13,0,0.263336937,0.634210604,1.59025399,66.69995267,0,0,0,0
140.14,0,0.265427113,0.633744529,1.585769873,66.70196681,0,0,0,0
140.15,0,0.267518869,0.633278576,1.581285756,66.70398095,0,0,0,0
140.16,0,0.269610625,0.63281269,1.576801639,66.70599509,0,0,0,0
140.17,0,0.271702381,0.632346871,1.572317439,66.70800923,0,0,0,0
140.18,0,0.273794137,0.631881066,1.567833322,66.71002337,0,0,0,0
140.19,0,0.275885893,0.631415383,1.563349205,66.71203751,0,0,0,0
140.2,0,0.277977649,0.630949767,1.558865088,66.71405165,0,0,0,0
140.21,0,0.280069406,0.628597847,1.554380887,66.71606579,0,0,0,0
140.22,0,0.282161162,0.626036111,1.54989677,66.71807993,0,0,0,0
140.23,0,0.284252918,0.623474839,1.545412653,66.72009407,0,0,0,0
140.24,0,0.286344674,0.620913976,1.540928453,66.72210821,0,0,0,0
140.25,0,0.28843643,0.618353521,1.536444336,66.72412235,0,0,0,0
140.26,0,0.290528186,0.615793476,1.531960219,66.72613649,0,0,0,0
140.27,0,0.292619942,0.613233788,1.527476102,66.72815063,0,0,0,0
140.28,0,0.294711698,0.610674562,1.522991902,66.73016478,0,0,0,0
140.29,0,0.296803454,0.608115745,1.518507785,66.73217892,0,0,0,0
140.3,0,0.29889521,0.605558665,1.514582723,66.73419306,0,0,0,0
140.31,0,0.300986966,0.603016354,1.517016832,66.7362072,0,0,0,0
140.32,0,0.303078722,0.600474374,1.519451024,66.73822134,0,0,0,0
140.33,0,0.305170478,0.597932672,1.521885216,66.74023548,0,0,0,0
140.34,0,0.307262234,0.595391249,1.524319408,66.74224962,0,0,0,0
140.35,0,0.30935399,0.59285005,1.5267536,66.74426376,0,0,0,0
140.36,0,0.311445746,0.590309184,1.529187709,66.7462779,0,0,0,0
140.37,0,0.313537502,0.587768596,1.531621901,66.74829204,0,0,0,0
140.38,0,0.315629258,0.585228286,1.534056093,66.75030618,0,0,0,0
140.39,0,0.317721014,0.582688202,1.536490285,66.75232032,0,0,0,0
140.4,0,0.31981277,0.580148449,1.538924393,66.75433446,0,0,0,0
140.41,0,0.321904527,0.577608975,1.541358585,66.7563486,0,0,0,0
140.42,0,0.323996283,0.575069778,1.543792777,66.75836274,0,0,0,0
140.43,0,0.326088039,0.572530807,1.546226969,66.76037688,0,0,0,0
140.44,0,0.328179795,0.569992168,1.548661162,66.76239102,0,0,0,0
140.45,0,0.330271551,0.567453807,1.55109527,66.76440516,0,0,0,0
140.46,0,0.332363307,0.564915724,1.553529462,66.76641931,0,0,0,0
140.47,0,0.334455063,0.562377921,1.555963654,66.76843345,0,0,0,0
140.48,0,0.336546819,0.559840341,1.558397846,66.77044759,0,0,0,0
140.49,0,0.338638575,0.557303094,1.560831955,66.77246173,0,0,0,0
140.5,0,0.340730331,0.554766125,1.563266147,66.77447587,0,0,0,0
140.51,0,0.342822087,0.552229434,1.565700339,66.77649001,0,0,0,0
140.52,0,0.344913843,0.549692969,1.568134531,66.77850415,0,0,0,0
140.53,0,0.347005599,0.547156835,1.570568723,66.78051829,0,0,0,0
140.54,0,0.349097355,0.544620979,1.573002832,66.78253243,0,0,0,0
140.55,0,0.351189111,0.542086484,1.575290338,66.78454657,0,0,0,0
140.56,0,0.353280867,0.53956543,1.575689116,66.78656071,0,0,0,0
140.57,0,0.355372623,0.537044575,1.576087809,66.78857485,0,0,0,0
140.58,0,0.357464379,0.534523866,1.576486503,66.79058899,0,0,0,0
140.59,0,0.359556135,0.532003303,1.576885197,66.79260313,0,0,0,0
140.6,0,0.361647892,0.529482832,1.577283974,66.79461727,0,0,0,0
140.61,0,0.364241173,0.52696256,1.577682668,66.79663141,0,0,0,0
140.62,0,0.367539243,0.524442433,1.578081362,66.79864555,0,0,0,0
140.63,0,0.370837314,0.521922451,1.578480056,66.80065969,0,0,0,0
140.64,0,0.374135384,0.519402563,1.578878833,66.80267384,0,0,0,0
140.65,0,0.377433455,0.516882873,1.579277527,66.80468798,0,0,0,0
140.66,0,0.380731525,0.514363328,1.57967622,66.80670212,0,0,0,0
140.67,0,0.384029595,0.51184393,1.580074914,66.80871626,0,0,0,0
140.68,0,0.387327666,0.509324676,1.580473691,66.8107304,0,0,0,0
140.69,0,0.390625736,0.506805515,1.580872385,66.81274454,0,0,0,0
140.7,0,0.393923807,0.504286553,1.581271079,66.81475868,0,0,0,0
140.71,0,0.397221877,0.501767736,1.581669773,66.81677282,0,0,0,0
140.72,0,0.400519948,0.499249065,1.58206855,66.81878696,0,0,0,0
140.73,0,0.403818018,0.496730486,1.582467244,66.8208011,0,0,0,0
140.74,0,0.407116088,0.494212107,1.582865938,66.82281524,0,0,0,0
140.75,0,0.410414159,0.491693872,1.583264631,66.82482938,0,0,0,0
140.76,0,0.413712229,0.489175783,1.583663409,66.82684352,0,0,0,0
140.77,0,0.4170103,0.486657787,1.584062102,66.82885766,0,0,0,0
140.78,0,0.42030837,0.484139989,1.584460796,66.8308718,0,0,0,0
140.79,0,0.423606441,0.481622337,1.58485949,66.83288594,0,0,0,0
140.8,0,0.426904511,0.479104831,1.585258267,66.83490008,0,0,0,0
140.81,0,0.430202581,0.476593319,1.581205617,66.83691422,0,0,0,0
140.82,0,0.433500652,0.474082082,1.577034051,66.83892837,0,0,0,0
140.83,0,0.436798722,0.471570927,1.572862484,66.84094251,0,0,0,0
140.84,0,0.440096793,0.469059854,1.568690918,66.84295665,0,0,0,0
140.85,0,0.443394863,0.46654881,1.564519268,66.84497079,0,0,0,0
140.86,0,0.446692934,0.464037901,1.560347702,66.84698493,0,0,0,0
140.87,0,0.449991004,0.461527075,1.556176135,66.84899907,0,0,0,0
140.88,0,0.453289074,0.45901633,1.552004569,66.85101321,0,0,0,0
140.89,0,0.456587145,0.456505668,1.547833003,66.85302735,0,0,0,0
140.9,0,0.459885215,0.453995034,1.543661436,66.85504149,0,0,0,0
140.91,0,0.463183286,0.451484536,1.53948987,66.85705563,0,0,0,0
140.92,0,0.466481356,0.448974119,1.535318303,66.85906977,0,0,0,0
140.93,0,0.469779427,0.446463786,1.531146737,66.86108391,0,0,0,0
140.94,0,0.473077497,0.44395348,1.526975171,66.86309805,0,0,0,0
140.95,0,0.476375567,0.44144331,1.522803604,66.86511219,0,0,0,0
140.96,0,0.479673638,0.438933222,1.518632038,66.86712633,0,0,0,0
140.97,0,0.482971708,0.436423217,1.514460388,66.86914047,0,0,0,0
140.98,0,0.486269779,0.43391324,1.510288822,66.87115461,0,0,0,0
140.99,0,0.489567849,0.431403399,1.506117255,66.87316876,0,0,0,0
141,0,0.49286592,0.428893639,1.501945689,66.8751829,0,0,0,0
141.01,0,0.49616399,0.426383962,1.497774123,66.87719704,0,0,0,0
141.02,0,0.49946206,0.423874314,1.493602556,66.87921118,0,0,0,0
141.03,0,0.502760131,0.421364801,1.48943099,66.88122532,0,0,0,0
141.04,0,0.506058201,0.41885537,1.485259423,66.88323946,0,0,0,0
141.05,0,0.509356272,0.416346021,1.481087857,66.8852536,0,0,0,0
141.06,0,0.512654342,0.413819813,1.479962158,66.88726774,0,0,0,0
141.07,0,0.515952413,0.411289463,1.479665285,66.88928188,0,0,0,0
141.08,0,0.519250483,0.408759454,1.479368328,66.89129602,0,0,0,0
141.09,0,0.522739181,0.406229786,1.479071455,66.89331016,0,0,0,0
141.1,0,0.526359192,0.403700458,1.478774582,66.8953243,0,0,0,0
141.11,0,0.529979204,0.401171419,1.478477626,66.89733844,0,0,0,0
141.12,0,0.533599215,0.398642773,1.478180753,66.89935258,0,0,0,0
141.13,0,0.537219226,0.396114469,1.477883797,66.90136672,0,0,0,0
141.14,0,0.540839237,0.393586505,1.477586924,66.90338086,0,0,0,0
141.15,0,0.544459249,0.391058829,1.477290051,66.905395,0,0,0,0
141.16,0,0.54807926,0.388624227,1.476993094,66.90740914,0,0,0,0
141.17,0,0.551699271,0.386273846,1.476696221,66.90942329,0,0,0,0
141.18,0,0.555319283,0.383923729,1.476399348,66.91143743,0,0,0,0
141.19,0,0.558939294,0.381573928,1.476102392,66.91345157,0,0,0,0
141.2,0,0.562559305,0.379224497,1.475805519,66.91546571,0,0,0,0
141.21,0,0.566179316,0.37687533,1.475508562,66.91747985,0,0,0,0
141.22,0,0.569799328,0.374526533,1.475211689,66.91949399,0,0,0,0
141.23,0,0.573419339,0.372177999,1.474914816,66.92150813,0,0,0,0
141.24,0,0.57703935,0.369829836,1.47461786,66.92352227,0,0,0,0
141.25,0,0.580659361,0.367481936,1.474320987,66.92553641,0,0,0,0
141.26,0,0.584279373,0.365134406,1.47402403,66.92755055,0,0,0,0
141.27,0,0.587899384,0.36278714,1.473727157,66.92956469,0,0,0,0
141.28,0,0.591519395,0.360440243,1.473430284,66.93157883,0,0,0,0
141.29,0,0.595139407,0.35809361,1.473133328,66.93359297,0,0,0,0
141.3,0,0.598759418,0.355747294,1.472836455,66.93560711,0,0,0,0
141.31,0,0.602379429,0.353399231,1.473809047,66.93762125,0,0,0,0
141.32,0,0.60599944,0.351049448,1.476011495,66.93963539,0,0,0,0
141.33,0,0.609619452,0.348700089,1.478213859,66.94164953,0,0,0,0
141.34,0,0.613239463,0.346351048,1.480416224,66.94366367,0,0,0,0
141.35,0,0.616859474,0.344002431,1.482618588,66.94567782,0,0,0,0
141.36,0,0.620479485,0.341654133,1.484821035,66.94769196,0,0,0,0
141.37,0,0.624099497,0.339306259,1.4870234,66.9497061,0,0,0,0
141.38,0,0.627719508,0.336958703,1.489225764,66.95172024,0,0,0,0
141.39,0,0.631339519,0.334611572,1.491428211,66.95373438,0,0,0,0
141.4,0,0.634959531,0.332264758,1.493630576,66.95574852,0,0,0,0
141.41,0,0.638579542,0.329918316,1.49583294,66.95776266,0,0,0,0
141.42,0,0.642199553,0.327572298,1.498035304,66.9597768,0,0,0,0
141.43,0,0.645819564,0.325226598,1.500237752,66.96179094,0,0,0,0
141.44,0,0.649439576,0.322881323,1.502440116,66.96380508,0,0,0,0
141.45,0,0.653059587,0.320536366,1.50464248,66.96581922,0,0,0,0
141.46,0,0.656679598,0.318191833,1.506844844,66.96783336,0,0,0,0
141.47,0,0.660299609,0.315847618,1.509047292,66.9698475,0,0,0,0
141.48,0,0.663919621,0.313503827,1.511249656,66.97186164,0,0,0,0
141.49,0,0.667539632,0.311160355,1.51345202,66.97387578,0,0,0,0
141.5,0,0.671159643,0.308817307,1.515654468,66.97588992,0,0,0,0
141.51,0,0.674779655,0.306474577,1.517856832,66.97790406,0,0,0,0
141.52,0,0.678399666,0.304132218,1.520059197,66.9799182,0,0,0,0
141.53,0,0.682019677,0.301790284,1.522261561,66.98193235,0,0,0,0
141.54,0,0.685639688,0.299448667,1.524464008,66.98394649,0,0,0,0
141.55,0,0.6892597,0.297107475,1.526666373,66.98596063,0,0,0,0
141.56,0,0.692879711,0.294768321,1.52829834,66.98797477,0,0,0,0
141.57,0,0.696117692,0.292439853,1.526398687,66.98998891,0,0,0,0
141.58,0,0.698869572,0.290111511,1.524498949,66.99200305,0,0,0,0
141.59,0,0.701621452,0.287783405,1.522599212,66.99401719,0,0,0,0
141.6,0,0.704373331,0.285455426,1.520699558,66.99603133,0,0,0,0
141.61,0,0.707125211,0.283127682,1.518799821,66.99804547,0,0,0,0
141.62,0,0.709877091,0.280800066,1.516900084,67.00005961,0,0,0,0
141.63,0,0.71262897,0.278472631,1.51500043,67.00207375,0,0,0,0
141.64,0,0.71538085,0.27614543,1.513100693,67.00408789,0,0,0,0
141.65,0,0.71813273,0.273818358,1.511200956,67.00610203,0,0,0,0
141.66,0,0.720884609,0.271491519,1.509301302,67.00811617,0,0,0,0
141.67,0,0.723636489,0.269164809,1.507401565,67.01013031,0,0,0,0
141.68,0,0.726388369,0.266838333,1.505501828,67.01214445,0,0,0,0
141.69,0,0.729140248,0.264511985,1.503602174,67.01415859,0,0,0,0
141.7,0,0.731892128,0.262185872,1.501702437,67.01617274,0,0,0,0
141.71,0,0.734644008,0.259859886,1.499802699,67.01818688,0,0,0,0
141.72,0,0.737395887,0.257534135,1.497903046,67.02020102,0,0,0,0
141.73,0,0.740147767,0.255208511,1.496003308,67.02221516,0,0,0,0
141.74,0,0.742899647,0.252883069,1.494103571,67.0242293,0,0,0,0
141.75,0,0.745651526,0.250557861,1.492203917,67.02624344,0,0,0,0
141.76,0,0.748403406,0.248232782,1.49030418,67.02825758,0,0,0,0
141.77,0,0.751155286,0.245907936,1.488404443,67.03027172,0,0,0,0
141.78,0,0.753907165,0.243583219,1.486504706,67.03228586,0,0,0,0
141.79,0,0.756659045,0.241258736,1.484605052,67.0343,0,0,0,0
141.8,0,0.759410925,0.238934381,1.482705315,67.03631414,0,0,0,0
141.81,0,0.762162804,0.23661026,1.480805578,67.03832828,0,0,0,0
141.82,0,0.764914684,0.234288454,1.477359599,67.04034242,0,0,0,0
141.83,0,0.767666564,0.231967794,1.473182195,67.04235656,0,0,0,0
141.84,0,0.770418443,0.229647305,1.469004791,67.0443707,0,0,0,0
141.85,0,0.773170323,0.227326881,1.464827388,67.04638484,0,0,0,0
141.86,0,0.775922203,0.225006628,1.460649984,67.04839898,0,0,0,0
141.87,0,0.778674082,0.22268644,1.45647258,67.05041312,0,0,0,0
141.88,0,0.781425962,0.220366423,1.452295176,67.05242727,0,0,0,0
141.89,0,0.784177842,0.21804647,1.448117772,67.05444141,0,0,0,0
141.9,0,0.786929721,0.215726689,1.443940369,67.05645555,0,0,0,0
141.91,0,0.789681601,0.213406972,1.439762965,67.05846969,0,0,0,0
141.92,0,0.792433481,0.211087426,1.435585478,67.06048383,0,0,0,0
141.93,0,0.79518536,0.208767945,1.431408074,67.06249797,0,0,0,0
141.94,0,0.79793724,0.206448581,1.42723067,67.06451211,0,0,0,0
141.95,0,0.80068912,0.204129389,1.423053266,67.06652625,0,0,0,0
141.96,0,0.803440999,0.201810262,1.418875863,67.06854039,0,0,0,0
141.97,0,0.806192879,0.199491305,1.414698459,67.07055453,0,0,0,0
141.98,0,0.808944759,0.197172413,1.410521055,67.07256867,0,0,0,0
141.99,0,0.811696638,0.194853692,1.406343651,67.07458281,0,0,0,0
142,0,0.814448518,0.192535036,1.402166248,67.07659695,0,0,0,0
142.01,0,0.817200398,0.19021655,1.397988844,67.07861109,0,0,0,0
142.02,0,0.819952277,0.18789813,1.39381144,67.08062523,0,0,0,0
142.03,0,0.822704157,0.18557988,1.389633953,67.08263937,0,0,0,0
142.04,0,0.825456037,0.183261695,1.385456549,67.08465351,0,0,0,0
142.05,0,0.828207916,0.180943628,1.381279145,67.08666765,0,0,0,0
142.06,0,0.829693792,0.178625732,1.377101742,67.0886818,0,0,0,0
142.07,0,0.831124413,0.176307853,1.373182184,67.09069594,0,0,0,0
142.08,0,0.832555034,0.173989833,1.371036025,67.09271008,0,0,0,0
142.09,0,0.833985655,0.171671888,1.368889783,67.09472422,0,0,0,0
142.1,0,0.835416276,0.169354123,1.366743541,67.09673836,0,0,0,0
142.11,0,0.836846897,0.167036433,1.3645973,67.0987525,0,0,0,0
142.12,0,0.838277517,0.164718922,1.362451058,67.10076664,0,0,0,0
142.13,0,0.839708138,0.164282035,1.360304816,67.10278078,0,0,0,0
142.14,0,0.841138759,0.164193913,1.358158657,67.10479492,0,0,0,0
142.15,0,0.84256938,0.164105744,1.356012415,67.10680906,0,0,0,0
142.16,0,0.844000001,0.164017578,1.353866174,67.1088232,0,0,0,0
142.17,0,0.845430622,0.163929471,1.351719932,67.11083734,0,0,0,0
142.18,0,0.846861243,0.163841315,1.34957369,67.11285148,0,0,0,0
142.19,0,0.848291863,0.163753163,1.347427448,67.11486562,0,0,0,0
142.2,0,0.849722484,0.16366507,1.345281206,67.11687976,0,0,0,0
142.21,0,0.851153105,0.163576928,1.343135048,67.1188939,0,0,0,0
142.22,0,0.852583726,0.163488843,1.340988806,67.12090804,0,0,0,0
142.23,0,0.854014347,0.16340071,1.338842564,67.12292219,0,0,0,0
142.24,0,0.855444968,0.163312582,1.336696322,67.12493633,0,0,0,0
142.25,0,0.856875588,0.163224511,1.33455008,67.12695047,0,0,0,0
142.26,0,0.858306209,0.163136392,1.332403838,67.12896461,0,0,0,0
142.27,0,0.85973683,0.163048277,1.330257596,67.13097875,0,0,0,0
142.28,0,0.861167451,0.16296022,1.328111438,67.13299289,0,0,0,0
142.29,0,0.862598072,0.162872115,1.325965196,67.13500703,0,0,0,0
142.3,0,0.864028693,0.162784014,1.323818954,67.13702117,0,0,0,0
