Wavelength,ZnS 6.25-12.5µm (MIRMIS),CdTe 12.5-25µm (MIRMIS),Mesh 25-50µm (MIRMIS),Mesh 50-100µm (MIRMIS),Mesh 100-200µm (Cardiff),Low-pass 200µm (model),8.5-9.2µm (model filter),6.6-8.2µm (model filter),NaCl Spectrum
20.52,1.53E-06,79.4209837,0.082321628,3.58E-07,0.127224838,0,0,0,0
20.53,1.64E-06,80.0683062,0.082573581,3.00E-08,0.127342624,0,0,0,0
20.54,1.70E-06,80.4452547,0.082833122,7.00E-08,0.12746041,0,0,0,0
20.55,1.75E-06,80.3556612,0.083107334,1.53E-07,0.127578196,0,0,0,0
20.56,1.78E-06,79.9307201,0.083397006,2.36E-07,0.127695982,0,0,0,0
20.57,1.82E-06,79.5338986,0.083698093,1.08E-06,0.127813768,0,0,0,0
20.58,1.83E-06,79.5085939,0.084010729,2.07E-06,0.127931554,0,0,0,0
20.59,1.81E-06,79.72600645,0.084342732,2.23E-06,0.128049339,0,0,0,0
20.6,1.78E-06,79.943419,0.084699455,1.51E-06,0.128167125,0,0,0,0
20.61,1.75E-06,80.6167879,0.085063783,7.71E-07,0.128284911,0,0,0,0
20.62,1.71E-06,81.1538043,0.085436563,2.59E-07,0.128402697,0,0,0,0
20.63,1.69E-06,81.282437,0.08581203,8.19E-08,0.128520483,0,0,0,0
20.64,1.66E-06,81.0139529,0.086184246,1.98E-10,0.128638269,0,0,0,0
20.65,1.62E-06,80.6243312,0.086560125,2.66E-07,0.128756055,0,0,0,0
20.66,1.59E-06,80.4561525,0.086938055,5.93E-07,0.128873841,0,0,0,0
20.67,1.63E-06,80.6856098,0.087318624,7.69E-07,0.128991627,0,0,0,0
20.68,1.69E-06,81.214581,0.087715334,3.74E-07,0.129109413,0,0,0,0
20.69,1.75E-06,81.7526295,0.088116085,2.59E-08,0.129227198,0,0,0,0
20.7,1.81E-06,82.0192418,0.088544907,2.24E-07,0.129344984,0,0,0,0
20.71,1.94E-06,81.9267727,0.088977311,2.27E-07,0.12946277,0,0,0,0
20.72,2.12E-06,81.6290553,0.08939611,1.21E-07,0.129580556,0,0,0,0
20.73,2.31E-06,81.4119561,0.089816519,9.35E-09,0.129698342,0,0,0,0
20.74,2.50E-06,81.5014932,0.090234017,8.64E-09,0.129816128,0,0,0,0
20.75,2.71E-06,81.9163238,0.090651131,6.33E-09,0.129933914,0,0,0,0
20.76,2.92E-06,82.460772,0.09108937,7.79E-10,0.1300517,0,0,0,0
20.77,3.15E-06,82.8588008,0.091530544,6.24E-08,0.130169486,0,0,0,0
20.78,3.38E-06,82.9374479,0.091998417,1.28E-07,0.130287272,0,0,0,0
20.79,3.64E-06,82.7381008,0.092472061,2.08E-07,0.130405057,0,0,0,0
20.8,3.74E-06,82.4834537,0.092952251,2.47E-07,0.130522843,0,0,0,0
20.81,3.84E-06,82.4237969,0.09343465,2.74E-07,0.130640629,0,0,0,0
20.82,3.94E-06,82.6706851,0.093893377,4.89E-07,0.130758415,0,0,0,0
20.83,4.04E-06,83.1283933,0.094338736,8.14E-07,0.130876201,0,0,0,0
20.84,4.00E-06,83.5652388,0.094782269,1.72E-06,0.130993987,0,0,0,0
20.85,3.87E-06,83.769126,0.095223453,3.19E-06,0.131111773,0,0,0,0
20.86,3.73E-06,83.6840739,0.095661722,4.16E-06,0.131229559,0,0,0,0
20.87,3.56E-06,83.56190485,0.096098999,4.56E-06,0.131347345,0,0,0,0
20.88,3.35E-06,83.4397358,0.096553751,3.89E-06,0.131465131,0,0,0,0
20.89,3.07E-06,83.2574065,0.097040384,2.47E-06,0.131582916,0,0,0,0
20.9,2.76E-06,83.3000135,0.097532968,1.32E-06,0.131700702,0,0,0,0
20.91,2.41E-06,83.5664361,0.098036113,4.60E-07,0.131818488,0,0,0,0
20.92,2.04E-06,83.8991673,0.098525826,1.16E-08,0.131936274,0,0,0,0
20.93,1.76E-06,84.0949119,0.098935911,5.29E-07,0.13205406,0,0,0,0
20.94,1.46E-06,84.041049,0.099347868,1.37E-06,0.132171846,0,0,0,0
20.95,1.14E-06,83.7876961,0.099792312,2.75E-06,0.132289632,0,0,0,0
20.96,7.83E-07,83.5126926,0.100237471,4.50E-06,0.132407418,0,0,0,0
20.97,5.23E-07,83.4064024,0.100711504,5.46E-06,0.132525204,0,0,0,0
20.98,3.42E-07,83.5525776,0.101187318,6.51E-06,0.13264299,0,0,0,0
20.99,1.45E-07,83.8782216,0.101667896,5.88E-06,0.132760775,0,0,0,0
21,0,84.204303,0.102147148,5.17E-06,0.132878561,0,0,0,0
21.01,0,84.3619299,0.102664393,3.70E-06,0.132996347,0,0,0,0
21.02,0,84.2987499,0.103196863,1.99E-06,0.133114133,0,0,0,0
21.03,0,84.1061566,0.103693505,3.81E-07,0.133231919,0,0,0,0
21.04,0,83.9527566,0.104160323,1.37E-06,0.133349705,0,0,0,0
21.05,0,83.9620151,0.104633832,1.98E-06,0.133467491,0,0,0,0
21.06,0,83.9712736,0.105111033,1.53E-06,0.133585277,0,0,0,0
21.07,0,84.1729324,0.105619702,7.39E-07,0.133703063,0,0,0,0
21.08,0,84.4446511,0.106199415,5.62E-07,0.133820849,0,0,0,0
21.09,0,84.6263327,0.106777143,1.20E-06,0.133938634,0,0,0,0
21.1,0,84.6154673,0.107344749,2.65E-07,0.13405642,0,0,0,0
21.11,0,84.4305276,0.10791384,2.00E-06,0.134174206,0,0,0,0
21.12,0,84.1951807,0.108440344,4.48E-06,0.134291992,0,0,0,0
21.13,0,84.0567812,0.108967076,6.85E-06,0.134409778,0,0,0,0
21.14,0,84.0922157,0.109508928,6.68E-06,0.134527564,0,0,0,0
21.15,0,84.2617163,0.110047646,6.47E-06,0.13464535,0,0,0,0
21.16,0,84.4402521,0.110601528,5.95E-06,0.134763136,0,0,0,0
21.17,0,84.5049264,0.111157118,5.37E-06,0.134880922,0,0,0,0
21.18,0,84.4164329,0.111712426,6.18E-06,0.134998708,0,0,0,0
21.19,0,84.32829605,0.112270988,7.71E-06,0.135116493,0,0,0,0
21.2,0,84.2401592,0.11283976,9.63E-06,0.135234279,0,0,0,0
21.21,0,84.0948083,0.113430297,1.20E-05,0.135352065,0,0,0,0
21.22,0,84.0710478,0.114017468,1.39E-05,0.135469851,0,0,0,0
21.23,0,84.1741627,0.114588661,1.43E-05,0.135587637,0,0,0,0
21.24,0,84.3256886,0.115158554,1.43E-05,0.135705423,0,0,0,0
21.25,0,84.4167328,0.115692551,1.23E-05,0.135823209,0,0,0,0
21.26,0,84.3769,0.116226488,1.01E-05,0.135940995,0,0,0,0
21.27,0,84.2132824,0.11677977,6.42E-06,0.136058781,0,0,0,0
21.28,0,84.001422,0.117336646,2.85E-06,0.136176567,0,0,0,0
21.29,0,83.8343838,0.117875999,1.18E-06,0.136294352,0,0,0,0
21.3,0,83.7653883,0.118407638,5.06E-06,0.136412138,0,0,0,0
21.31,0,83.7794721,0.118929527,7.23E-06,0.136529924,0,0,0,0
21.32,0,83.7948901,0.119442461,8.53E-06,0.13664771,0,0,0,0
21.33,0,83.8103081,0.119958436,8.47E-06,0.136765496,0,0,0,0
21.34,0,83.7883019,0.120482342,6.69E-06,0.136883282,0,0,0,0
21.35,0,83.6856366,0.12099956,5.20E-06,0.137001068,0,0,0,0
21.36,0,83.5275433,0.121477908,4.73E-06,0.137118854,0,0,0,0
21.37,0,83.3682414,0.121954108,4.36E-06,0.13723664,0,0,0,0
21.38,0,83.2537949,0.122380079,6.28E-06,0.137354426,0,0,0,0
21.39,0,83.1993271,0.122804001,8.25E-06,0.137472211,0,0,0,0
21.4,0,83.1929814,0.123201215,9.22E-06,0.137589997,0,0,0,0
21.41,0,83.2120667,0.123596854,9.98E-06,0.137707783,0,0,0,0
21.42,0,83.2353478,0.123970954,9.23E-06,0.137825569,0,0,0,0
21.43,0,83.23924835,0.124334921,7.71E-06,0.137943355,0,0,0,0
21.44,0,83.2431489,0.12466745,6.08E-06,0.138061141,0,0,0,0
21.45,0,83.2155594,0.12494525,4.18E-06,0.138178927,0,0,0,0
21.46,0,83.1401786,0.125205302,2.52E-06,0.138296713,0,0,0,0
21.47,0,83.0264491,0.125364047,1.98E-06,0.138414499,0,0,0,0
21.48,0,82.9104651,0.125522147,1.39E-06,0.138532285,0,0,0,0
21.49,0,82.83531,0.125603743,2.48E-06,0.13865007,0,0,0,0
21.5,0,82.8170531,0.125681481,3.60E-06,0.138767856,0,0,0,0
21.51,0,82.8244206,0.125685379,4.88E-06,0.138885642,0,0,0,0
21.52,0,82.81039765,0.125659444,6.18E-06,0.139003428,0,0,0,0
21.53,0,82.7963747,0.125564142,6.77E-06,0.139121214,0,0,0,0
21.54,0,82.6896738,0.125390731,6.76E-06,0.139239,0,0,0,0
21.55,0,82.5211786,0.125188802,6.20E-06,0.139191988,0,0,0,0
21.56,0,82.3668083,0.12491641,4.35E-06,0.139144975,0,0,0,0
21.57,0,82.3110976,0.124638065,2.47E-06,0.139097963,0,0,0,0
21.58,0,82.3812326,0.124267,9.52E-07,0.139050951,0,0,0,0
21.59,0,82.5151729,0.123896094,4.90E-07,0.139003938,0,0,0,0
21.6,0,82.5944005,0.123434119,6.96E-07,0.138956926,0,0,0,0
21.61,0,82.5234219,0.122944368,2.26E-06,0.138909914,0,0,0,0
21.62,0,82.4121848,0.122426024,4.25E-06,0.138862901,0,0,0,0
21.63,0,82.3009477,0.121878301,6.53E-06,0.138815889,0,0,0,0
21.64,0,82.029978,0.121326667,8.11E-06,0.138768877,0,0,0,0
21.65,0,81.8555209,0.120753047,8.52E-06,0.138721864,0,0,0,0
21.66,0,81.866669,0.120180933,8.88E-06,0.138674852,0,0,0,0
21.67,0,82.0315985,0.119624807,8.09E-06,0.13862784,0,0,0,0
21.68,0,82.2118506,0.119070517,7.18E-06,0.138580827,0,0,0,0
21.69,0,82.2546587,0.118579269,5.86E-06,0.138533815,0,0,0,0
21.7,0,82.177919,0.118119401,4.25E-06,0.138486803,0,0,0,0
21.71,0,82.1011793,0.117712647,1.69E-06,0.13843979,0,0,0,0
21.72,0,81.8332462,0.117374192,1.75E-06,0.138392778,0,0,0,0
21.73,0,81.6217089,0.117062537,5.37E-06,0.138345766,0,0,0,0
21.74,0,81.605958,0.116852454,8.87E-06,0.138298753,0,0,0,0
21.75,0,81.7883361,0.116642469,1.23E-05,0.138251741,0,0,0,0
21.76,0,82.0226325,0.11658902,1.26E-05,0.138204729,0,0,0,0
21.77,0,82.1112034,0.116548501,1.28E-05,0.138157716,0,0,0,0
21.78,0,82.02896665,0.116653711,1.04E-05,0.138110704,0,0,0,0
21.79,0,81.9467299,0.11684738,7.04E-06,0.138063692,0,0,0,0
21.8,0,81.5974702,0.117115679,4.04E-06,0.138016679,0,0,0,0
21.81,0,81.2707098,0.117529617,1.36E-06,0.137969667,0,0,0,0
21.82,0,81.1757211,0.117954099,7.89E-07,0.137922655,0,0,0,0
21.83,0,81.3754424,0.118526708,2.85E-07,0.137875642,0,0,0,0
21.84,0,81.73265,0.119102066,1.31E-06,0.13782863,0,0,0,0
21.85,0,81.9951431,0.119760869,2.38E-06,0.137781618,0,0,0,0
21.86,0,81.98191025,0.120454581,3.43E-06,0.137734605,0,0,0,0
21.87,0,81.9686774,0.121162107,3.21E-06,0.137687593,0,0,0,0
21.88,0,81.6533066,0.121898171,1.81E-06,0.137640581,0,0,0,0
21.89,0,81.2446336,0.122632301,4.10E-07,0.137593568,0,0,0,0
21.9,0,80.9957663,0.123345432,8.80E-07,0.137546556,0,0,0,0
21.91,0,81.0388565,0.124060617,2.20E-06,0.137499544,0,0,0,0
21.92,0,81.293154,0.124728755,1.37E-06,0.137452531,0,0,0,0
21.93,0,81.5252432,0.125386008,3.22E-07,0.137405519,0,0,0,0
21.94,0,81.5219062,0.126015413,7.57E-07,0.137358506,0,0,0,0
21.95,0,81.5185692,0.126616436,1.89E-06,0.137311494,0,0,0,0
21.96,0,81.2316678,0.1272109,2.73E-06,0.137264482,0,0,0,0
21.97,0,80.8329037,0.127770789,2.72E-06,0.137217469,0,0,0,0
21.98,0,80.5844865,0.128331861,2.68E-06,0.137170457,0,0,0,0
21.99,0,80.6565238,0.128835476,3.57E-06,0.137123445,0,0,0,0
22,0,81.0030257,0.129328923,4.60E-06,0.137076432,0,0,0,0
22.01,0,81.1961756,0.129782757,5.78E-06,0.13702942,0,0,0,0
22.02,0,81.3893255,0.130200834,7.03E-06,0.136982408,0,0,0,0
22.03,0,81.5540943,0.130609905,7.49E-06,0.136935395,0,0,0,0
22.04,0,81.3923101,0.130975911,5.89E-06,0.136888383,0,0,0,0
22.05,0,81.027909,0.131342332,4.43E-06,0.136841371,0,0,0,0
22.06,0,80.7238382,0.131710239,2.04E-06,0.136794358,0,0,0,0
22.07,0,80.6936087,0.132077029,6.58E-09,0.136747346,0,0,0,0
22.08,0,80.82155565,0.132472336,1.74E-06,0.136700334,0,0,0,0
22.09,0,80.9495026,0.132900218,3.23E-06,0.136653321,0,0,0,0
22.1,0,81.2978714,0.133336158,4.46E-06,0.136606309,0,0,0,0
22.11,0,81.4814799,0.133818565,5.85E-06,0.136559297,0,0,0,0
22.12,0,81.3651005,0.134301783,7.32E-06,0.136512284,0,0,0,0
22.13,0,81.0301963,0.134828113,8.10E-06,0.136465272,0,0,0,0
22.14,0,80.8712644,0.135361227,8.74E-06,0.13641826,0,0,0,0
22.15,0,80.7123325,0.135927898,8.69E-06,0.136371247,0,0,0,0
22.16,0,80.6290233,0.136532301,7.87E-06,0.136324235,0,0,0,0
22.17,0,80.8233195,0.137141324,6.99E-06,0.136277223,0,0,0,0
22.18,0,81.1369281,0.142320483,6.68E-06,0.13623021,0,0,0,0
22.19,0,81.3295588,0.147544109,6.38E-06,0.136183198,0,0,0,0
22.2,0,81.2534007,0.154391993,6.81E-06,0.136136186,0,0,0,0
22.21,0,81.10434935,0.161763077,7.34E-06,0.136089173,0,0,0,0
22.22,0,80.955298,0.169482979,7.74E-06,0.136042161,0,0,0,0
22.23,0,80.636999,0.177690675,8.06E-06,0.135995149,0,0,0,0
22.24,0,80.5079096,0.185947436,8.35E-06,0.135948136,0,0,0,0
22.25,0,80.6393152,0.193004289,8.29E-06,0.135901124,0,0,0,0
22.26,0,80.9218931,0.200111168,8.21E-06,0.135854112,0,0,0,0
22.27,0,81.03654125,0.207448498,7.43E-06,0.135807099,0,0,0,0
22.28,0,81.1511894,0.214941822,6.22E-06,0.135760087,0,0,0,0
22.29,0,81.1770261,0.222853277,4.80E-06,0.135713075,0,0,0,0
22.3,0,81.0059579,0.23195679,2.95E-06,0.135666062,0,0,0,0
22.31,0,80.7878517,0.241125635,1.17E-06,0.13561905,0,0,0,0
22.32,0,80.6997793,0.251268581,2.32E-07,0.135572038,0,0,0,0
22.33,0,80.75761495,0.261638761,5.57E-07,0.135525025,0,0,0,0
22.34,0,80.8154506,0.272700998,7.80E-07,0.135478013,0,0,0,0
22.35,0,81.0552841,0.284608602,2.54E-07,0.135431001,0,0,0,0
22.36,0,81.2491927,0.296645371,3.45E-07,0.135383988,0,0,0,0
22.37,0,81.2624162,0.310155033,1.84E-06,0.135336976,0,0,0,0
22.38,0,81.0898372,0.323730076,3.37E-06,0.135289964,0,0,0,0
22.39,3.38E-05,80.9706964,0.337251083,5.45E-06,0.135242951,0,0,0,0
22.4,6.84E-05,80.8515556,0.350751521,7.73E-06,0.135195939,0,0,0,0
22.41,0.000103619,80.7008011,0.363978939,9.67E-06,0.135148927,0,0,0,0
22.42,0.000139482,80.7170016,0.375996661,1.06E-05,0.135101914,0,0,0,0
22.43,0.000171563,80.8597416,0.388070386,1.15E-05,0.135054902,0,0,0,0
22.44,0.000202958,80.93513515,0.40046842,9.96E-06,0.13500789,0,0,0,0
22.45,0.000234455,81.0105287,0.41298898,8.00E-06,0.134960877,0,0,0,0
22.46,0.000266025,81.0643387,0.426682157,6.06E-06,0.134913865,0,0,0,0
22.47,0.000297855,81.0017672,0.442435525,4.06E-06,0.134866853,0,0,0,0
22.48,0.000316731,80.8940049,0.458255058,2.35E-06,0.13481984,0,0,0,0
22.49,0.000332417,80.8427749,0.476760125,1.84E-06,0.134772828,0,0,0,0
22.5,0.000348147,80.8728293,0.495551629,1.41E-06,0.134725816,0,0,0,0
22.51,0.000363795,80.9028837,0.514958347,1.16E-06,0.134678803,0,0,0,0
22.52,0.000379449,81.0430222,0.534962797,1.09E-06,0.134631791,0,0,0,0
22.53,0.000383887,81.1711062,0.555064471,1.01E-06,0.134584779,0,0,0,0
22.54,0.000384515,81.2034289,0.575766335,1.32E-06,0.134537766,0,0,0,0
22.55,0.000385193,81.16555375,0.596546684,1.66E-06,0.134490754,0,0,0,0
22.56,0.000385933,81.1276786,0.617979476,2.91E-06,0.134443742,0,0,0,0
22.57,0.000386725,81.0130269,0.639952279,4.84E-06,0.134396729,0,0,0,0
22.58,0.000382618,80.96056,0.66221689,6.89E-06,0.134349717,0,0,0,0
22.59,0.000376241,81.0295458,0.685684136,9.19E-06,0.134302705,0,0,0,0
22.6,0.000370109,81.1949925,0.709247934,1.15E-05,0.134255692,0,0,0,0
22.61,0.00036421,81.28061755,0.734346249,1.26E-05,0.13420868,0,0,0,0
22.62,0.000358541,81.3662426,0.7601716,1.29E-05,0.134161668,0,0,0,0
22.63,0.000348449,81.4540093,0.786701991,1.28E-05,0.134114655,0,0,0,0
22.64,0.000335146,81.4343707,0.815671735,1.11E-05,0.134067643,0,0,0,0
22.65,0.000322431,81.362282,0.844762168,9.58E-06,0.134020631,0,0,0,0
22.66,0.000310317,81.3437352,0.875919542,7.66E-06,0.133973618,0,0,0,0
22.67,0.000298675,81.3251884,0.90789338,5.66E-06,0.133926606,0,0,0,0
22.68,0.000282351,81.3751056,0.940688324,3.98E-06,0.133879594,0,0,0,0
22.69,0.000260117,81.4912061,0.975454909,2.95E-06,0.133832581,0,0,0,0
22.7,0.000239069,81.5994042,1.010377591,1.93E-06,0.133785569,0,0,0,0
22.71,0.000219136,81.614676,1.046950785,1.34E-06,0.133738556,0,0,0,0
22.72,0.000200252,81.6299478,1.08410123,8.53E-07,0.133691544,0,0,0,0
22.73,0.000180671,81.5702017,1.121722048,1.41E-07,0.133644532,0,0,0,0
22.74,0.000157442,81.4734682,1.160106205,1.21E-06,0.133597519,0,0,0,0
22.75,0.000135005,81.4229491,1.198667993,2.77E-06,0.133550507,0,0,0,0
22.76,0.000113321,81.44848425,1.240581767,3.43E-06,0.133503495,0,0,0,0
22.77,9.24E-05,81.4740194,1.283442055,3.88E-06,0.133456482,0,0,0,0
22.78,7.22E-05,81.6173082,1.328502052,3.65E-06,0.13340947,0,0,0,0
22.79,5.41E-05,81.7838851,1.378244279,1.88E-06,0.133362458,0,0,0,0
22.8,3.62E-05,81.8900618,1.428237754,9.07E-08,0.133315445,0,0,0,0
22.81,1.85E-05,81.8911016,1.481354537,7.68E-07,0.133268433,0,0,0,0
22.82,8.94E-07,81.8921414,1.535393752,1.38E-06,0.133221421,0,0,0,0
22.83,0,81.8151313,1.590419134,1.75E-06,0.133174408,0,0,0,0
22.84,0,81.7370167,1.647397731,1.65E-06,0.133127396,0,0,0,0
22.85,0,81.7378407,1.70466971,1.54E-06,0.133080384,0,0,0,0
22.86,0,81.79212855,1.765521005,2.81E-06,0.133033371,0,0,0,0
22.87,0,81.8464164,1.827588251,4.51E-06,0.132986359,0,0,0,0
22.88,0,82.0203946,1.891317323,6.58E-06,0.132939347,0,0,0,0
22.89,0,82.1743532,1.958961419,9.43E-06,0.132892334,0,0,0,0
22.9,0,82.2368639,2.026960775,1.22E-05,0.132845322,0,0,0,0
22.91,0,82.2176572,2.09969623,1.27E-05,0.13279831,0,0,0,0
22.92,8.09E-06,82.1984505,2.174343411,1.24E-05,0.132751297,0,0,0,0
22.93,2.29E-05,82.1161869,2.250822713,1.15E-05,0.132704285,0,0,0,0
22.94,4.38E-05,82.0719631,2.333243546,8.58E-06,0.132657273,0,0,0,0
22.95,7.27E-05,82.1137877,2.41611219,5.92E-06,0.13261026,0,0,0,0
22.96,0.000101132,82.1679083,2.503990237,3.75E-06,0.132563248,0,0,0,0
22.97,0.000129133,82.2220289,2.594580031,1.80E-06,0.132516236,0,0,0,0
22.98,0.000156784,82.3240024,2.686380409,1.96E-07,0.132469223,0,0,0,0
22.99,0.000184034,82.3468509,2.783142934,3.57E-07,0.132422211,0,0,0,0
23,0.000210654,82.30940765,2.880442192,5.22E-07,0.132375199,0,0,0,0
23.01,0.000236577,82.2719644,2.981245512,1.24E-06,0.132328186,0,0,0,0
23.02,0.000261753,82.1510985,3.084690802,2.42E-06,0.132281174,0,0,0,0
23.03,0.000286267,82.0717047,3.188967569,3.66E-06,0.132234162,0,0,0,0
23.04,0.000310171,82.0941918,3.301525906,3.46E-06,0.132187149,0,0,0,0
23.05,0.000320777,82.1500955,3.414755203,3.22E-06,0.132140137,0,0,0,0
23.06,0.000328732,82.2059992,3.532596548,2.25E-06,0.132093125,0,0,0,0
23.07,0.00033619,82.3264344,3.655518734,4.19E-07,0.132046112,0,0,0,0
23.08,0.000343225,82.3623316,3.779119089,1.50E-06,0.1319991,0,0,0,0
23.09,0.000349808,82.31901135,3.909808224,2.08E-06,0.131952088,0,0,0,0
23.1,0.000349044,82.2756911,4.041716287,2.52E-06,0.131905075,0,0,0,0
23.11,0.000342198,82.1134675,4.177645547,2.06E-06,0.131858063,0,0,0,0
23.12,0.000335561,81.9776719,4.320798104,1.62E-07,0.131811051,0,0,0,0
23.13,0.000329063,81.9547181,4.464689776,2.34E-06,0.131764038,0,0,0,0
23.14,0.000322777,82.00449535,4.617802537,5.02E-06,0.131717026,0,0,0,0
23.15,0.00031703,82.0542726,4.774418563,7.79E-06,0.131670014,0,0,0,0
23.16,0.000312523,82.1998581,4.933294044,1.03E-05,0.131623001,0,0,0,0
23.17,0.000307006,82.2774717,5.098855103,1.18E-05,0.131575989,0,0,0,0
23.18,0.00030032,82.2438753,5.265226481,1.34E-05,0.131528977,0,0,0,0
23.19,0.000292402,82.2102789,5.436430719,1.34E-05,0.131481964,0,0,0,0
23.2,0.000283177,82.007967,5.611313838,1.23E-05,0.131434952,0,0,0,0
23.21,0.000263455,81.7576056,5.787047261,1.12E-05,0.13138794,0,0,0,0
23.22,0.00023881,81.5653591,5.972353903,8.76E-06,0.131340927,0,0,0,0
23.23,0.000211007,81.5276139,6.158859497,6.39E-06,0.131293915,0,0,0,0
23.24,0.000179721,81.4898687,6.34983333,4.88E-06,0.131246903,0,0,0,0
23.25,0.000144657,81.5105035,6.546609403,4.54E-06,0.13119989,0,0,0,0
23.26,0.000104658,81.5486674,6.744324068,4.18E-06,0.131152878,0,0,0,0
23.27,5.95E-05,81.5359327,6.949913508,5.99E-06,0.131105866,0,0,0,0
23.28,9.87E-06,81.523198,7.157800076,8.52E-06,0.131058853,0,0,0,0
23.29,0,81.4021854,7.3682026,1.12E-05,0.131011841,0,0,0,0
23.3,0,81.2177724,7.587468859,1.39E-05,0.130964829,0,0,0,0
23.31,0,81.12845075,7.807641317,1.66E-05,0.130917816,0,0,0,0
23.32,0,81.0391291,8.033024854,1.79E-05,0.130870804,0,0,0,0
23.33,0,80.9245853,8.262758014,1.83E-05,0.130823792,0,0,0,0
23.34,0,80.885451,8.493403787,1.86E-05,0.130776779,0,0,0,0
23.35,0,80.88381255,8.730444717,1.77E-05,0.130729767,0,0,0,0
23.36,0,80.8821741,8.96856579,1.68E-05,0.130682755,0,0,0,0
23.37,0,80.8507074,9.209862735,1.59E-05,0.130635742,0,0,0,0
23.38,0,80.7398717,9.457214253,1.51E-05,0.13058873,0,0,0,0
23.39,0,80.5386711,9.705411249,1.43E-05,0.130541718,0,0,0,0
23.4,0,80.41018555,9.959404442,1.42E-05,0.130494705,0,0,0,0
23.41,0,80.2817,10.21650526,1.46E-05,0.130447693,0,0,0,0
23.42,0,80.0330992,10.47470668,1.49E-05,0.130400681,0,0,0,0
23.43,0,79.8573378,10.73910343,1.61E-05,0.130353668,0,0,0,0
23.44,0,79.8216764,11.00429923,1.73E-05,0.130306656,0,0,0,0
23.45,0,79.786015,11.27227818,1.86E-05,0.130259644,0,0,0,0
23.46,0,79.7970117,11.54383809,2.01E-05,0.130212631,0,0,0,0
23.47,0,79.818954,11.81624712,2.15E-05,0.130165619,0,0,0,0
23.48,0,79.79273125,12.09215601,2.32E-05,0.130118606,0,0,0,0
23.49,0,79.7665085,12.36962879,2.49E-05,0.130071594,0,0,0,0
23.5,0,79.5923483,12.6480501,2.65E-05,0.130024582,0,0,0,0
23.51,0,79.322029,12.92959017,2.76E-05,0.129977569,0,0,0,0
23.52,0,79.1827875,13.21206746,2.87E-05,0.129930557,0,0,0,0
23.53,0,79.043546,13.49476897,2.94E-05,0.129883545,0,0,0,0
23.54,0,78.8518804,13.77788781,2.94E-05,0.129836532,0,0,0,0
23.55,0,78.7833345,14.06188023,2.93E-05,0.12978952,0,0,0,0
23.56,0,78.78620555,14.34500424,2.89E-05,0.129742508,0,0,0,0
23.57,0,78.7890766,14.62852244,2.82E-05,0.129695495,0,0,0,0
23.58,0,78.767715,14.91279774,2.76E-05,0.129648483,0,0,0,0
23.59,0,78.6394709,15.19471368,2.64E-05,0.129601471,0,0,0,0
23.6,0,78.52513525,15.47736595,2.52E-05,0.129554458,0,0,0,0
23.61,0,78.4107996,15.75922008,2.42E-05,0.129507446,0,0,0,0
23.62,0,78.179455,16.03818702,2.36E-05,0.129460434,0,0,0,0
23.63,0,78.0707306,16.31796159,2.30E-05,0.129413421,0,0,0,0
23.64,0,78.1073286,16.59731741,2.36E-05,0.129366409,0,0,0,0
23.65,0,78.1439266,16.87763203,2.47E-05,0.129319397,0,0,0,0
23.66,0,78.3370903,17.15874735,2.58E-05,0.129272384,0,0,0,0
23.67,0,78.4169441,17.43613812,2.71E-05,0.129225372,0,0,0,0
23.68,0,78.4967979,17.71491734,2.85E-05,0.12917836,0,0,0,0
23.69,0,78.4800524,17.99109916,2.98E-05,0.129131347,0,0,0,0
23.7,0,78.2574345,18.25965207,3.07E-05,0.129084335,0,0,0,0
23.71,0,78.0999848,18.52909832,3.17E-05,0.129037323,0,0,0,0
23.72,0,77.9425351,18.79158952,3.34E-05,0.12899031,0,0,0,0
23.73,0,77.7186012,19.04965323,3.56E-05,0.128943298,0,0,0,0
23.74,0,77.7102382,19.30861445,3.77E-05,0.128896286,0,0,0,0
23.75,0,77.8015008,19.55647548,3.99E-05,0.128849273,0,0,0,0
23.76,0,77.8927634,19.80397256,4.17E-05,0.128802261,0,0,0,0
23.77,0,78.10787,20.04995017,4.30E-05,0.128755249,0,0,0,0
23.78,0,78.1781982,20.28322867,4.28E-05,0.128708236,0,0,0,0
23.79,0,78.1072664,20.51735853,4.24E-05,0.128661224,0,0,0,0
23.8,0,78.0363346,20.74552183,4.16E-05,0.128614212,0,0,0,0
23.81,0,77.7737265,20.96470129,4.03E-05,0.128567199,0,0,0,0
23.82,0,77.5720931,21.18462692,3.89E-05,0.128520187,0,0,0,0
23.83,0,77.56958145,21.39731451,3.69E-05,0.128473175,0,0,0,0
23.84,0,77.5670698,21.60830046,3.47E-05,0.128426162,0,0,0,0
23.85,0,77.7489495,21.82004544,3.23E-05,0.12837915,0,0,0,0
23.86,0,77.8615989,22.02117249,3.08E-05,0.128332138,0,0,0,0
23.87,0,77.9742483,22.22320984,2.93E-05,0.128285125,0,0,0,0
23.88,0,78.0754753,22.42287858,2.82E-05,0.128238113,0,0,0,0
23.89,0,77.9827301,22.61145918,2.84E-05,0.128191101,0,0,0,0
23.9,0,77.87361105,22.80071054,2.86E-05,0.128144088,0,0,0,0
23.91,0,77.764492,22.98492745,2.89E-05,0.128097076,0,0,0,0
23.92,0,77.5604392,23.16434121,2.93E-05,0.128050064,0,0,0,0
