Wavelength,Ge 7µm ,Ge 7.25µm,Ge 7.5µm,Ge 7.8µm,Ge 8µm,Ge 8.28µm,Ge 8.55µm,Ge 8.75µm,Ge 9µm,Ge 9.5µm,Ge 10µm,ZnS 6.25-12.5µm,CdTe 12.5-25µm,Mesh 25-50µm,Mesh 50-100µm,Unfiltered,Perfect square filter 8.5-9.5µm (for 9µm NaCl peak),Mesh 100-200µm (Cardiff),Low pass filter?
129.52,0,0,0,0,0,0,0,0,0,0,0,0,0.277560251,0.164813691,4.019222815,100,0,70.49619194,
129.53,0,0,0,0,0,0,0,0,0,0,0,0,0.277984314,0.164995441,4.010059195,100,0,70.49625162,
129.54,0,0,0,0,0,0,0,0,0,0,0,0,0.278408377,0.165177141,4.000895575,100,0,70.49631129,
129.55,0,0,0,0,0,0,0,0,0,0,0,0,0.27883244,0.165358794,3.991731956,100,0,70.49637096,
129.56,0,0,0,0,0,0,0,0,0,0,0,0,0.279256504,0.165540397,3.982568336,100,0,70.49643063,
129.57,0,0,0,0,0,0,0,0,0,0,0,0,0.279680567,0.165721952,3.9734048,100,0,70.4964903,
129.58,0,0,0,0,0,0,0,0,0,0,0,0,0.28010463,0.165903459,3.96424118,100,0,70.49654997,
129.59,0,0,0,0,0,0,0,0,0,0,0,0,0.280528693,0.166084974,3.95507756,100,0,70.49660964,
129.6,0,0,0,0,0,0,0,0,0,0,0,0,0.280952756,0.166266384,3.94591394,100,0,70.49666931,
129.61,0,0,0,0,0,0,0,0,0,0,0,0,0.281376819,0.166447744,3.936750404,100,0,70.49672898,
129.62,0,0,0,0,0,0,0,0,0,0,0,0,0.281800882,0.166629057,3.927586784,100,0,70.49678865,
129.63,0,0,0,0,0,0,0,0,0,0,0,0,0.28041342,0.166810321,3.918423164,100,0,70.49684832,
129.64,0,0,0,0,0,0,0,0,0,0,0,0,0.278823558,0.166991536,3.909259545,100,0,70.49690799,
129.65,0,0,0,0,0,0,0,0,0,0,0,0,0.277233697,0.167172703,3.900095925,100,0,70.49696766,
129.66,0,0,0,0,0,0,0,0,0,0,0,0,0.275643835,0.167353821,3.890932389,100,0,70.49702733,
129.67,0,0,0,0,0,0,0,0,0,0,0,0,0.274053974,0.167534891,3.881768769,100,0,70.497087,
129.68,0,0,0,0,0,0,0,0,0,0,0,0,0.272464112,0.167715912,3.872605149,100,0,70.49714667,
129.69,0,0,0,0,0,0,0,0,0,0,0,0,0.270874251,0.16798379,3.868565674,100,0,70.49720634,
129.7,0,0,0,0,0,0,0,0,0,0,0,0,0.269284389,0.168373548,3.868643729,100,0,70.49726601,
129.71,0,0,0,0,0,0,0,0,0,0,0,0,0.267694528,0.168763213,3.868721783,100,0,70.49732569,
129.72,0,0,0,0,0,0,0,0,0,0,0,0,0.266104666,0.169152896,3.868799837,100,0,70.49738536,
129.73,0,0,0,0,0,0,0,0,0,0,0,0,0.264514805,0.169542544,3.868877975,100,0,70.49744503,
129.74,0,0,0,0,0,0,0,0,0,0,0,0,0.262924943,0.169932154,3.868956029,100,0,70.4975047,
129.75,0,0,0,0,0,0,0,0,0,0,0,0,0.261335082,0.170321727,3.869034083,100,0,70.49756437,
129.76,0,0,0,0,0,0,0,0,0,0,0,0,0.25974522,0.170711206,3.869112138,100,0,70.49762404,
129.77,0,0,0,0,0,0,0,0,0,0,0,0,0.258155359,0.171100705,3.869190192,100,0,70.49768371,
129.78,0,0,0,0,0,0,0,0,0,0,0,0,0.256565497,0.171490167,3.869268246,100,0,70.49774338,
129.79,0,0,0,0,0,0,0,0,0,0,0,0,0.254975636,0.171879592,3.8693463,100,0,70.49780305,
129.8,0,0,0,0,0,0,0,0,0,0,0,0,0.253385774,0.17226898,3.869424355,100,0,70.49786272,
129.81,0,0,0,0,0,0,0,0,0,0,0,0,0.251795913,0.172658275,3.869502409,100,0,70.49792239,
129.82,0,0,0,0,0,0,0,0,0,0,0,0,0.250206051,0.173047589,3.869580547,100,0,70.49798206,
129.83,0,0,0,0,0,0,0,0,0,0,0,0,0.24861619,0.173436866,3.869658601,100,0,70.49804173,
129.84,0,0,0,0,0,0,0,0,0,0,0,0,0.247026328,0.173826106,3.869736655,100,0,70.4981014,
129.85,0,0,0,0,0,0,0,0,0,0,0,0,0.245436467,0.174215309,3.869814709,100,0,70.49816107,
129.86,0,0,0,0,0,0,0,0,0,0,0,0,0.243846605,0.174604418,3.869892764,100,0,70.49822074,
129.87,0,0,0,0,0,0,0,0,0,0,0,0,0.242256744,0.174993547,3.869970818,100,0,70.49828041,
129.88,0,0,0,0,0,0,0,0,0,0,0,0,0.240666882,0.17538264,3.870048872,100,0,70.49834008,
129.89,0,0,0,0,0,0,0,0,0,0,0,0,0.239077021,0.175771695,3.870126926,100,0,70.49839976,
129.9,0,0,0,0,0,0,0,0,0,0,0,0,0.237487159,0.176160534,3.869754918,100,0,70.49845943,
129.91,0,0,0,0,0,0,0,0,0,0,0,0,0.235897298,0.176548527,3.867459572,100,0,70.4985191,
129.92,0,0,0,0,0,0,0,0,0,0,0,0,0.234307436,0.176936536,3.86516431,100,0,70.49857877,
129.93,0,0,0,0,0,0,0,0,0,0,0,0,0.232717575,0.177324504,3.862868965,100,0,70.49863844,
129.94,0,0,0,0,0,0,0,0,0,0,0,0,0.231127713,0.17771243,3.860573619,100,0,70.49869811,
129.95,0,0,0,0,0,0,0,0,0,0,0,0,0.229537852,0.178100315,3.858278357,100,0,70.49875778,
129.96,0,0,0,0,0,0,0,0,0,0,0,0,0.22794799,0.178488102,3.855983011,100,0,70.49881745,
129.97,0,0,0,0,0,0,0,0,0,0,0,0,0.226358129,0.178875905,3.853687666,100,0,70.49887712,
129.98,0,0,0,0,0,0,0,0,0,0,0,0,0.224768267,0.179263667,3.851392404,100,0,70.49893679,
129.99,0,0,0,0,0,0,0,0,0,0,0,0,0.223178406,0.179651387,3.849097058,100,0,70.49899646,
130,0,0,0,0,0,0,0,0,0,0,0,0,0.221588544,0.180039066,3.846801713,100,0,70.49905613,
130.01,0,0,0,0,0,0,0,0,0,0,0,0,0.219998683,0.180426648,3.844506451,100,0,70.4991158,
130.02,0,0,0,0,0,0,0,0,0,0,0,0,0.218408821,0.180814245,3.842211105,100,0,70.49917547,
130.03,0,0,0,0,0,0,0,0,0,0,0,0,0.216821223,0.1812018,3.83991576,100,0,70.49923514,
130.04,0,0,0,0,0,0,0,0,0,0,0,0,0.215239884,0.181589315,3.837620497,100,0,70.49929481,
130.05,0,0,0,0,0,0,0,0,0,0,0,0,0.213658545,0.181976788,3.835325152,100,0,70.49935448,
130.06,0,0,0,0,0,0,0,0,0,0,0,0,0.212077207,0.182364163,3.833029806,100,0,70.49941415,
130.07,0,0,0,0,0,0,0,0,0,0,0,0,0.210495868,0.182751555,3.830734544,100,0,70.49947383,
130.08,0,0,0,0,0,0,0,0,0,0,0,0,0.208914529,0.183138904,3.828439199,100,0,70.4995335,
130.09,0,0,0,0,0,0,0,0,0,0,0,0,0.20733319,0.183526213,3.826143853,100,0,70.49959317,
130.1,0,0,0,0,0,0,0,0,0,0,0,0,0.205751851,0.183913424,3.823848591,100,0,70.49965284,
130.11,0,0,0,0,0,0,0,0,0,0,0,0,0.204170513,0.18430065,3.821553245,100,0,70.49971251,
130.12,0,0,0,0,0,0,0,0,0,0,0,0,0.202589174,0.18468912,3.815870712,100,0,70.49977218,
130.13,0,0,0,0,0,0,0,0,0,0,0,0,0.201007835,0.185077969,3.809084995,100,0,70.49983185,
130.14,0,0,0,0,0,0,0,0,0,0,0,0,0.199426496,0.185466783,3.802299278,100,0,70.49989152,
130.15,0,0,0,0,0,0,0,0,0,0,0,0,0.197845157,0.185855507,3.795513562,100,0,70.49995119,
130.16,0,0,0,0,0,0,0,0,0,0,0,0,0.196263819,0.186244253,3.788727845,100,0,70.50001086,
130.17,0,0,0,0,0,0,0,0,0,0,0,0,0.19468248,0.186632966,3.781942128,100,0,70.50007053,
130.18,0,0,0,0,0,0,0,0,0,0,0,0,0.193101141,0.187021645,3.775156411,100,0,70.5001302,
130.19,0,0,0,0,0,0,0,0,0,0,0,0,0.191519802,0.18741029,3.768370694,100,0,70.50018987,
130.2,0,0,0,0,0,0,0,0,0,0,0,0,0.189938463,0.187798844,3.761584977,100,0,70.50024954,
130.21,0,0,0,0,0,0,0,0,0,0,0,0,0.188357125,0.188187421,3.754799261,100,0,70.50030921,
130.22,0,0,0,0,0,0,0,0,0,0,0,0,0.186775786,0.188575965,3.748013544,100,0,70.50036888,
130.23,0,0,0,0,0,0,0,0,0,0,0,0,0.185194447,0.188964474,3.741227827,100,0,70.50042855,
130.24,0,0,0,0,0,0,0,0,0,0,0,0,0.183613108,0.189352949,3.73444211,100,0,70.50048822,
130.25,0,0,0,0,0,0,0,0,0,0,0,0,0.182031769,0.189741334,3.727656393,100,0,70.5005479,
130.26,0,0,0,0,0,0,0,0,0,0,0,0,0.180450431,0.190129742,3.720870676,100,0,70.50060757,
130.27,0,0,0,0,0,0,0,0,0,0,0,0,0.178869092,0.190518116,3.714085043,100,0,70.50066724,
130.28,0,0,0,0,0,0,0,0,0,0,0,0,0.177287753,0.190906456,3.707299326,100,0,70.50072691,
130.29,0,0,0,0,0,0,0,0,0,0,0,0,0.175706414,0.191294762,3.700513609,100,0,70.50078658,
130.3,0,0,0,0,0,0,0,0,0,0,0,0,0.174125076,0.191682977,3.693727892,100,0,70.50084625,
130.31,0,0,0,0,0,0,0,0,0,0,0,0,0.172543737,0.192071216,3.686942176,100,0,70.50090592,
130.32,0,0,0,0,0,0,0,0,0,0,0,0,0.170962398,0.19245942,3.680156459,100,0,70.50096559,
130.33,0,0,0,0,0,0,0,0,0,0,0,0,0.169381059,0.192847191,3.673894189,100,0,70.50102526,
130.34,0,0,0,0,0,0,0,0,0,0,0,0,0.16779972,0.193233731,3.669217772,100,0,70.50108493,
130.35,0,0,0,0,0,0,0,0,0,0,0,0,0.166218382,0.193620173,3.664541438,100,0,70.5011446,
130.36,0,0,0,0,0,0,0,0,0,0,0,0,0.164637043,0.194006632,3.659865104,100,0,70.50120427,
130.37,0,0,0,0,0,0,0,0,0,0,0,0,0.163055704,0.19439305,3.65518877,100,0,70.50126394,
130.38,0,0,0,0,0,0,0,0,0,0,0,0,0.161474365,0.194779428,3.650512436,100,0,70.50132361,
130.39,0,0,0,0,0,0,0,0,0,0,0,0,0.159893026,0.195165765,3.645836019,100,0,70.50138328,
130.4,0,0,0,0,0,0,0,0,0,0,0,0,0.158311688,0.195552006,3.641159685,100,0,70.50144295,
130.41,0,0,0,0,0,0,0,0,0,0,0,0,0.156730349,0.195938262,3.636483351,100,0,70.50150262,
130.42,0,0,0,0,0,0,0,0,0,0,0,0,0.15514901,0.196324478,3.631807017,100,0,70.50156229,
130.43,0,0,0,0,0,0,0,0,0,0,0,0,0.153567671,0.196710654,3.627130683,100,0,70.50162197,
130.44,0,0,0,0,0,0,0,0,0,0,0,0,0.1523034,0.197096789,3.622454266,100,0,70.50168164,
130.45,0,0,0,0,0,0,0,0,0,0,0,0,0.151565349,0.197482827,3.617777932,100,0,70.50174131,
130.46,0,0,0,0,0,0,0,0,0,0,0,0,0.150827298,0.197868882,3.613101598,100,0,70.50180098,
130.47,0,0,0,0,0,0,0,0,0,0,0,0,0.150089247,0.198254896,3.608425264,100,0,70.50186065,
130.48,0,0,0,0,0,0,0,0,0,0,0,0,0.149351196,0.198640869,3.603748847,100,0,70.50192032,
130.49,0,0,0,0,0,0,0,0,0,0,0,0,0.148613145,0.199026802,3.599072513,100,0,70.50197999,
130.5,0,0,0,0,0,0,0,0,0,0,0,0,0.147875094,0.199412639,3.594396179,100,0,70.50203966,
130.51,0,0,0,0,0,0,0,0,0,0,0,0,0.147137043,0.201293335,3.589719845,100,0,70.50209933,
130.52,0,0,0,0,0,0,0,0,0,0,0,0,0.146398992,0.203450566,3.585043511,100,0,70.502159,
130.53,0,0,0,0,0,0,0,0,0,0,0,0,0.145660941,0.205607519,3.580367094,100,0,70.4958506,
130.54,0,0,0,0,0,0,0,0,0,0,0,0,0.14492289,0.207764251,3.57569076,100,0,70.4895422,
130.55,0,0,0,0,0,0,0,0,0,0,0,0,0.144184839,0.20992118,3.573582711,100,0,70.4832338,
130.56,0,0,0,0,0,0,0,0,0,0,0,0,0.143446788,0.212078016,3.572735289,100,0,70.4769254,
130.57,0,0,0,0,0,0,0,0,0,0,0,0,0.142708737,0.214234699,3.571887783,100,0,70.470617,
130.58,0,0,0,0,0,0,0,0,0,0,0,0,0.141970686,0.216391115,3.571040361,100,0,70.4643086,
130.59,0,0,0,0,0,0,0,0,0,0,0,0,0.141232635,0.218547378,3.570192938,100,0,70.4580002,
130.6,0,0,0,0,0,0,0,0,0,0,0,0,0.140494584,0.220703374,3.569345516,100,0,70.45169181,
130.61,0,0,0,0,0,0,0,0,0,0,0,0,0.139756533,0.222859159,3.568498094,100,0,70.44538341,
130.62,0,0,0,0,0,0,0,0,0,0,0,0,0.139018482,0.225014791,3.567650671,100,0,70.43907501,
130.63,0,0,0,0,0,0,0,0,0,0,0,0,0.138280431,0.227170156,3.566803165,100,0,70.43276661,
130.64,0,0,0,0,0,0,0,0,0,0,0,0,0.13754238,0.229325367,3.565955743,100,0,70.42645821,
130.65,0,0,0,0,0,0,0,0,0,0,0,0,0.136804329,0.231480312,3.565108321,100,0,70.42014981,
130.66,0,0,0,0,0,0,0,0,0,0,0,0,0.136066278,0.233635046,3.564260898,100,0,70.41384141,
130.67,0,0,0,0,0,0,0,0,0,0,0,0,0.135328227,0.235789627,3.563413476,100,0,70.40753301,
130.68,0,0,0,0,0,0,0,0,0,0,0,0,0.134590176,0.237943941,3.562566053,100,0,70.40122461,
130.69,0,0,0,0,0,0,0,0,0,0,0,0,0.133852124,0.240098101,3.561718631,100,0,70.39491621,
130.7,0,0,0,0,0,0,0,0,0,0,0,0,0.133114073,0.242251995,3.560871125,100,0,70.38860781,
130.71,0,0,0,0,0,0,0,0,0,0,0,0,0.132376022,0.244405735,3.560023703,100,0,70.38229941,
130.72,0,0,0,0,0,0,0,0,0,0,0,0,0.131637971,0.246559208,3.55917628,100,0,70.37599101,
130.73,0,0,0,0,0,0,0,0,0,0,0,0,0.13089992,0.248712471,3.558328858,100,0,70.36968261,
130.74,0,0,0,0,0,0,0,0,0,0,0,0,0.130161869,0.25086558,3.557481436,100,0,70.36337422,
130.75,0,0,0,0,0,0,0,0,0,0,0,0,0.129423818,0.253018423,3.556634013,100,0,70.35706582,
130.76,0,0,0,0,0,0,0,0,0,0,0,0,0.128685767,0.25517109,3.555789093,100,0,70.35075742,
130.77,0,0,0,0,0,0,0,0,0,0,0,0,0.127947716,0.257322631,3.555059669,100,0,70.34444902,
130.78,0,0,0,0,0,0,0,0,0,0,0,0,0.127209665,0.259474003,3.554330245,100,0,70.33814062,
130.79,0,0,0,0,0,0,0,0,0,0,0,0,0.126471614,0.261625094,3.553600738,100,0,70.33183222,
130.8,0,0,0,0,0,0,0,0,0,0,0,0,0.125733563,0.26377596,3.552871314,100,0,70.32552382,
130.81,0,0,0,0,0,0,0,0,0,0,0,0,0.124995512,0.265926657,3.552141891,100,0,70.31921542,
130.82,0,0,0,0,0,0,0,0,0,0,0,0,0.124257461,0.268077073,3.551412384,100,0,70.31290702,
130.83,0,0,0,0,0,0,0,0,0,0,0,0,0.12351941,0.270227321,3.55068296,100,0,70.30659862,
130.84,0,0,0,0,0,0,0,0,0,0,0,0,0.122781359,0.272377286,3.549953536,100,0,70.30029022,
130.85,0,0,0,0,0,0,0,0,0,0,0,0,0.122276632,0.274527084,3.549224029,100,0,70.29398182,
130.86,0,0,0,0,0,0,0,0,0,0,0,0,0.122552195,0.276676599,3.548494605,100,0,70.28767342,
130.87,0,0,0,0,0,0,0,0,0,0,0,0,0.122827758,0.27882589,3.547765182,100,0,70.28136502,
130.88,0,0,0,0,0,0,0,0,0,0,0,0,0.123103321,0.280975012,3.547035675,100,0,70.27505662,
130.89,0,0,0,0,0,0,0,0,0,0,0,0,0.123378884,0.283123852,3.546306251,100,0,70.26874823,
130.9,0,0,0,0,0,0,0,0,0,0,0,0,0.123654447,0.285272525,3.545576827,100,0,70.26243983,
130.91,0,0,0,0,0,0,0,0,0,0,0,0,0.12393001,0.287420915,3.54484732,100,0,70.25613143,
130.92,0,0,0,0,0,0,0,0,0,0,0,0,0.124205574,0.289569137,3.544117897,100,0,70.24982303,
130.93,0,0,0,0,0,0,0,0,0,0,0,0,0.124481137,0.291717078,3.543388473,100,0,70.24351463,
130.94,0,0,0,0,0,0,0,0,0,0,0,0,0.1247567,0.293864793,3.542658966,100,0,70.23720623,
130.95,0,0,0,0,0,0,0,0,0,0,0,0,0.125032263,0.29601234,3.541929542,100,0,70.23089783,
130.96,0,0,0,0,0,0,0,0,0,0,0,0,0.125307826,0.298159605,3.541200118,100,0,70.22458943,
130.97,0,0,0,0,0,0,0,0,0,0,0,0,0.125583389,0.300306702,3.540470611,100,0,70.21828103,
130.98,0,0,0,0,0,0,0,0,0,0,0,0,0.125858952,0.302454737,3.538452292,100,0,70.21197263,
130.99,0,0,0,0,0,0,0,0,0,0,0,0,0.126134515,0.304605384,3.533439641,100,0,70.20566423,
131,0,0,0,0,0,0,0,0,0,0,0,0,0.126410078,0.306755919,3.528426906,100,0,70.19935583,
131.01,0,0,0,0,0,0,0,0,0,0,0,0,0.126685641,0.30890623,3.523414172,100,0,70.19304743,
131.02,0,0,0,0,0,0,0,0,0,0,0,0,0.126961204,0.31105643,3.518401521,100,0,70.18673903,
131.03,0,0,0,0,0,0,0,0,0,0,0,0,0.127236768,0.313206406,3.513388786,100,0,70.18043064,
131.04,0,0,0,0,0,0,0,0,0,0,0,0,0.127512331,0.315356271,3.508376135,100,0,70.17412224,
131.05,0,0,0,0,0,0,0,0,0,0,0,0,0.127787894,0.317505911,3.503363401,100,0,70.16781384,
131.06,0,0,0,0,0,0,0,0,0,0,0,0,0.128063457,0.319655385,3.498350666,100,0,70.16150544,
131.07,0,0,0,0,0,0,0,0,0,0,0,0,0.12833902,0.321804747,3.493338015,100,0,70.15519704,
131.08,0,0,0,0,0,0,0,0,0,0,0,0,0.128614583,0.323953885,3.488325281,100,0,70.14888864,
131.09,0,0,0,0,0,0,0,0,0,0,0,0,0.128890146,0.326102912,3.48331263,100,0,70.14258024,
131.1,0,0,0,0,0,0,0,0,0,0,0,0,0.129165709,0.328251715,3.478299896,100,0,70.13627184,
131.11,0,0,0,0,0,0,0,0,0,0,0,0,0.129441272,0.330400407,3.473287245,100,0,70.12996344,
131.12,0,0,0,0,0,0,0,0,0,0,0,0,0.129716835,0.332548874,3.46827451,100,0,70.12365504,
131.13,0,0,0,0,0,0,0,0,0,0,0,0,0.129992398,0.334697175,3.463261776,100,0,70.11734664,
131.14,0,0,0,0,0,0,0,0,0,0,0,0,0.130267962,0.336845364,3.458249125,100,0,70.11103824,
131.15,0,0,0,0,0,0,0,0,0,0,0,0,0.130543525,0.338993329,3.45323639,100,0,70.10472984,
131.16,0,0,0,0,0,0,0,0,0,0,0,0,0.130819088,0.341141183,3.448223739,100,0,70.09842144,
131.17,0,0,0,0,0,0,0,0,0,0,0,0,0.131094651,0.343288813,3.443211005,100,0,70.09211304,
131.18,0,0,0,0,0,0,0,0,0,0,0,0,0.131370214,0.345436332,3.43819827,100,0,70.08580465,
131.19,0,0,0,0,0,0,0,0,0,0,0,0,0.131645777,0.347583627,3.433185619,100,0,70.07949625,
131.2,0,0,0,0,0,0,0,0,0,0,0,0,0.13192134,0.34973014,3.428007103,100,0,70.07318785,
131.21,0,0,0,0,0,0,0,0,0,0,0,0,0.132196903,0.351875942,3.422667808,100,0,70.06687945,
131.22,0,0,0,0,0,0,0,0,0,0,0,0,0.132472466,0.354021505,3.417328514,100,0,70.06057105,
131.23,0,0,0,0,0,0,0,0,0,0,0,0,0.132748029,0.356166943,3.411989219,100,0,70.05426265,
131.24,0,0,0,0,0,0,0,0,0,0,0,0,0.133023592,0.358312142,3.406649924,100,0,70.04795425,
131.25,0,0,0,0,0,0,0,0,0,0,0,0,0.133299156,0.360457158,3.401310629,100,0,70.04164585,
131.26,0,0,0,0,0,0,0,0,0,0,0,0,0.133574719,0.362602048,3.395971335,100,0,70.03533745,
131.27,0,0,0,0,0,0,0,0,0,0,0,0,0.134283574,0.364746699,3.39063204,100,0,70.02902905,
131.28,0,0,0,0,0,0,0,0,0,0,0,0,0.135086097,0.366891224,3.385292828,100,0,70.02272065,
131.29,0,0,0,0,0,0,0,0,0,0,0,0,0.13588862,0.369035511,3.379953534,100,0,70.01641225,
131.3,0,0,0,0,0,0,0,0,0,0,0,0,0.136691143,0.371179671,3.374614239,100,0,70.01010385,
131.31,0,0,0,0,0,0,0,0,0,0,0,0,0.137493666,0.373323592,3.369274944,100,0,70.00379545,
131.32,0,0,0,0,0,0,0,0,0,0,0,0,0.138296188,0.375467331,3.363935649,100,0,69.99748706,
131.33,0,0,0,0,0,0,0,0,0,0,0,0,0.139098711,0.37754247,3.358596355,100,0,69.99117866,
131.34,0,0,0,0,0,0,0,0,0,0,0,0,0.139901234,0.379409707,3.35325706,100,0,69.98487026,
131.35,0,0,0,0,0,0,0,0,0,0,0,0,0.140703757,0.381276728,3.347917765,100,0,69.97856186,
131.36,0,0,0,0,0,0,0,0,0,0,0,0,0.14150628,0.383143589,3.34257847,100,0,69.97225346,
131.37,0,0,0,0,0,0,0,0,0,0,0,0,0.142308803,0.385010348,3.337239259,100,0,69.96594506,
131.38,0,0,0,0,0,0,0,0,0,0,0,0,0.143111325,0.386876892,3.331899964,100,0,69.95963666,
131.39,0,0,0,0,0,0,0,0,0,0,0,0,0.143913848,0.388743333,3.32656067,100,0,69.95332826,
131.4,0,0,0,0,0,0,0,0,0,0,0,0,0.144716371,0.390609558,3.321221375,100,0,69.94701986,
131.41,0,0,0,0,0,0,0,0,0,0,0,0,0.145518894,0.392475681,3.31588208,100,0,69.94071146,
131.42,0,0,0,0,0,0,0,0,0,0,0,0,0.146321417,0.394336345,3.310334557,100,0,69.93440306,
131.43,0,0,0,0,0,0,0,0,0,0,0,0,0.147123939,0.396193955,3.304670954,100,0,69.92809466,
131.44,0,0,0,0,0,0,0,0,0,0,0,0,0.147926462,0.39805127,3.29900735,100,0,69.92178626,
131.45,0,0,0,0,0,0,0,0,0,0,0,0,0.148728985,0.399908349,3.293343747,100,0,69.91547786,
131.46,0,0,0,0,0,0,0,0,0,0,0,0,0.149531508,0.401765248,3.287680143,100,0,69.90916946,
131.47,0,0,0,0,0,0,0,0,0,0,0,0,0.150334031,0.403621854,3.28201654,100,0,69.90286107,
131.48,0,0,0,0,0,0,0,0,0,0,0,0,0.151136554,0.405478279,3.276352853,100,0,69.89655267,
131.49,0,0,0,0,0,0,0,0,0,0,0,0,0.151939076,0.407334411,3.270689249,100,0,69.89024427,
131.5,0,0,0,0,0,0,0,0,0,0,0,0,0.152741599,0.409190363,3.265025646,100,0,69.88393587,
131.51,0,0,0,0,0,0,0,0,0,0,0,0,0.153544122,0.411046022,3.259362042,100,0,69.87762747,
131.52,0,0,0,0,0,0,0,0,0,0,0,0,0.154346645,0.412901445,3.253698439,100,0,69.87131907,
131.53,0,0,0,0,0,0,0,0,0,0,0,0,0.155149168,0.414756686,3.248034835,100,0,69.86501067,
131.54,0,0,0,0,0,0,0,0,0,0,0,0,0.155951691,0.416611635,3.242371232,100,0,69.85870227,
131.55,0,0,0,0,0,0,0,0,0,0,0,0,0.156754213,0.418466403,3.236707545,100,0,69.85239387,
131.56,0,0,0,0,0,0,0,0,0,0,0,0,0.157556736,0.420320878,3.231043941,100,0,69.84608547,
131.57,0,0,0,0,0,0,0,0,0,0,0,0,0.158359259,0.422175173,3.225380338,100,0,69.83977707,
131.58,0,0,0,0,0,0,0,0,0,0,0,0,0.159161782,0.424029174,3.219716734,100,0,69.83346867,
131.59,0,0,0,0,0,0,0,0,0,0,0,0,0.159964305,0.425882996,3.214053131,100,0,69.82716027,
131.6,0,0,0,0,0,0,0,0,0,0,0,0,0.160766827,0.427736524,3.208389527,100,0,69.82085187,
131.61,0,0,0,0,0,0,0,0,0,0,0,0,0.16156935,0.429589816,3.202725924,100,0,69.81454348,
131.62,0,0,0,0,0,0,0,0,0,0,0,0,0.162371873,0.431442927,3.197062237,100,0,69.80823508,
131.63,0,0,0,0,0,0,0,0,0,0,0,0,0.163174396,0.433295744,3.191398633,100,0,69.80192668,
131.64,0,0,0,0,0,0,0,0,0,0,0,0,0.163976919,0.435151538,3.190143428,100,0,69.79561828,
131.65,0,0,0,0,0,0,0,0,0,0,0,0,0.164779442,0.437008386,3.190749515,100,0,69.78930988,
131.66,0,0,0,0,0,0,0,0,0,0,0,0,0.165581964,0.438865093,3.191355687,100,0,69.78300148,
131.67,0,0,0,0,0,0,0,0,0,0,0,0,0.166384487,0.440721545,3.191961858,100,0,69.77669308,
131.68,0,0,0,0,0,0,0,0,0,0,0,0,0.167170815,0.442577856,3.19256803,100,0,69.77038468,
131.69,0,0,0,0,0,0,0,0,0,0,0,0,0.167866378,0.444433912,3.193174118,100,0,69.76407628,
131.7,0,0,0,0,0,0,0,0,0,0,0,0,0.16856194,0.446289769,3.193780289,100,0,69.75776788,
131.71,0,0,0,0,0,0,0,0,0,0,0,0,0.169257503,0.448145485,3.19438646,100,0,69.75145948,
131.72,0,0,0,0,0,0,0,0,0,0,0,0,0.169953065,0.450000947,3.194992548,100,0,69.74515108,
131.73,0,0,0,0,0,0,0,0,0,0,0,0,0.170648628,0.451856267,3.19559872,100,0,69.73884268,
131.74,0,0,0,0,0,0,0,0,0,0,0,0,0.171344191,0.453711333,3.196204891,100,0,69.73253428,
131.75,0,0,0,0,0,0,0,0,0,0,0,0,0.172039753,0.455566256,3.196810979,100,0,69.72622588,
131.76,0,0,0,0,0,0,0,0,0,0,0,0,0.172735316,0.457420926,3.19741715,100,0,69.71991749,
131.77,0,0,0,0,0,0,0,0,0,0,0,0,0.173430878,0.459275453,3.198023322,100,0,69.71360909,
131.78,0,0,0,0,0,0,0,0,0,0,0,0,0.174126441,0.461129726,3.198629493,100,0,69.70730069,
131.79,0,0,0,0,0,0,0,0,0,0,0,0,0.174822003,0.462983801,3.199235581,100,0,69.70099229,
131.8,0,0,0,0,0,0,0,0,0,0,0,0,0.175517566,0.464837734,3.199841752,100,0,69.69468389,
131.81,0,0,0,0,0,0,0,0,0,0,0,0,0.176213129,0.466691413,3.200447924,100,0,69.68837549,
131.82,0,0,0,0,0,0,0,0,0,0,0,0,0.176908691,0.46854495,3.201054012,100,0,69.68206709,
131.83,0,0,0,0,0,0,0,0,0,0,0,0,0.177604254,0.470398232,3.201660183,100,0,69.67575869,
131.84,0,0,0,0,0,0,0,0,0,0,0,0,0.178299816,0.472251373,3.202266354,100,0,69.66945029,
131.85,0,0,0,0,0,0,0,0,0,0,0,0,0.178995379,0.474104259,3.202872442,100,0,69.66314189,
131.86,0,0,0,0,0,0,0,0,0,0,0,0,0.179690942,0.47597208,3.201990246,100,0,69.65683349,
131.87,0,0,0,0,0,0,0,0,0,0,0,0,0.180386504,0.477846449,3.20044217,100,0,69.65052509,
131.88,0,0,0,0,0,0,0,0,0,0,0,0,0.181082067,0.47972079,3.198894094,100,0,69.64421669,
131.89,0,0,0,0,0,0,0,0,0,0,0,0,0.181777629,0.481595162,3.197346017,100,0,69.63790829,
131.9,0,0,0,0,0,0,0,0,0,0,0,0,0.182473192,0.483469451,3.195797941,100,0,69.63159989,
131.91,0,0,0,0,0,0,0,0,0,0,0,0,0.183168754,0.485343769,3.194249949,100,0,69.6252915,
131.92,0,0,0,0,0,0,0,0,0,0,0,0,0.183864317,0.487218005,3.192701873,100,0,69.6189831,
