Wavelength,Ge 7µm ,Ge 7.25µm,Ge 7.5µm,Ge 7.8µm,Ge 8µm,Ge 8.28µm,Ge 8.55µm,Ge 8.75µm,Ge 9µm,Ge 9.5µm,Ge 10µm,ZnS 6.25-12.5µm,CdTe 12.5-25µm,Mesh 25-50µm,Mesh 50-100µm,Unfiltered,Perfect square filter 8.5-9.5µm (for 9µm NaCl peak),Mesh 100-200µm (Cardiff),Low pass filter?
6.34,0.001070363,0.00011169,9.31E-06,5.58E-05,1.86E-05,0.000139613,0.000874905,0.00067014,0.00070737,0.00014892,0,84.0328196,0.0215606,3.38E-05,0,100,0,0,
6.35,0.001237871,0.000130302,9.31E-06,6.52E-05,9.31E-06,0.00010238,0.000800428,0.000558438,0.000884194,0.00013961,0,85.3966461,0.018208,1.75E-05,0,100,0,0,
6.36,0.001415341,0.000148983,9.31E-06,7.45E-05,9.31E-06,8.38E-05,0.000754228,0.000474884,0.001070817,0.000121049,0,86.06805076,0.0292818,2.83E-05,0,100,0,0,
6.37,0.001600988,0.000176853,9.31E-06,9.31E-05,9.31E-06,6.52E-05,0.000726029,0.000400247,0.001247281,0.000102389,0,86.01984962,0.0181073,1.83E-05,0,100,0,0,
6.38,0.001806867,0.000214216,1.86E-05,0.000111765,9.31E-06,5.59E-05,0.000726472,0.000353922,0.001378435,8.38E-05,0,85.53368038,0.0203275,3.01E-05,0,100,0,0,
6.39,0.002022426,0.000260958,1.86E-05,0.000130479,9.32E-06,4.66E-05,0.000736275,0.000316878,0.00145391,7.46E-05,0,84.66153439,0.0308564,2.07E-05,0,100,0,0,
6.4,0.002255668,0.000307591,1.86E-05,0.000149135,9.32E-06,3.73E-05,0.000754996,0.000288949,0.001454067,6.52E-05,0,83.49398777,0.0293582,2.05E-05,0,100,0,0,
6.41,0.002507898,0.000354276,1.86E-05,0.000177138,9.32E-06,3.73E-05,0.000773812,0.000261045,0.001417102,5.59E-05,0,82.21936666,0.0150205,2.06E-05,0,100,0,0,
6.42,0.002772162,0.000401357,1.87E-05,0.000196011,0,2.80E-05,0.000784046,0.000233347,0.001353412,5.60E-05,0,81.00698173,0.0133655,2.25E-05,0,100,0,0,
6.43,0.003070329,0.000457283,2.80E-05,0.000205311,0,1.87E-05,0.000793246,0.000214643,0.001278526,4.67E-05,0,79.77115106,0.0136581,2.22E-05,0,100,0,0,
6.44,0.003392681,0.00051263,2.80E-05,0.000223693,0,1.86E-05,0.000792247,0.000195732,0.001220992,4.66E-05,0,78.60362634,0.0188074,1.74E-05,0,100,0,0,
6.45,0.003753281,0.000568114,2.79E-05,0.000242147,0,1.86E-05,0.000773008,0.000176954,0.001164169,4.66E-05,0,77.67854322,0.0122423,2.45E-05,0,100,0,0,
6.46,0.00416028,0.000632884,2.79E-05,0.000269906,0,9.31E-06,0.000725955,0.000167528,0.001126161,4.65E-05,0,76.99065279,0.011214,2.16E-05,0,100,0,0,
6.47,0.004622949,0.00070693,3.72E-05,0.000288353,0,9.30E-06,0.000660421,0.000167431,0.001097602,4.65E-05,0,76.56063773,0.00684595,2.29E-05,0,100,0,0,
6.48,0.005145823,0.000772339,4.65E-05,0.000297769,0,9.31E-06,0.000586233,0.000167495,0.001079413,4.65E-05,0,76.46267961,0.0113207,3.11E-05,0,100,0,0,
6.49,0.005757342,0.000838448,5.59E-05,0.000316747,0,9.32E-06,0.000503069,0.00016769,0.00107135,4.66E-05,0,76.67946266,0.0147056,3.40E-05,0,100,0,0,
6.5,0.00643611,0.000912791,6.52E-05,0.000316683,0,9.31E-06,0.000428453,0.000167656,0.001071133,4.66E-05,9.31E-06,77.0496083,0.0111797,3.64E-05,0,100,0,0,
6.51,0.007233457,0.000988075,6.53E-05,0.000326251,0,9.32E-06,0.000354216,0.000167786,0.00108129,4.66E-05,9.32E-06,77.73835216,0.0189025,4.37E-05,0,100,0,0,
6.52,0.008170012,0.001064436,8.40E-05,0.0003268,0,9.34E-06,0.000289452,0.000168069,0.00108311,4.67E-05,9.34E-06,78.71015223,0.0165049,4.94E-05,0,100,0,0,
6.53,0.009227518,0.001138278,9.33E-05,0.000326555,0,9.33E-06,0.000233254,0.000177273,0.001100958,5.60E-05,9.33E-06,79.665803,0.0111669,5.22E-05,0,100,0,0,
6.54,0.010461132,0.001230721,0.000111884,0.000326328,0,9.32E-06,0.000195797,0.000186473,0.001128161,5.59E-05,9.32E-06,80.75124889,0.0178702,5.53E-05,0,100,0,0,
6.55,0.011922493,0.001324721,0.000130606,0.000335845,0,9.33E-06,0.000177251,0.000205239,0.001184786,6.53E-05,9.33E-06,82.01398748,0.0173393,7.03E-05,0,100,0,0,
6.56,0.013628012,0.001418807,0.000158682,0.000336033,0,9.33E-06,0.000158682,0.000233356,0.001269459,7.47E-05,9.33E-06,83.30105717,0.0214105,7.26E-05,0,100,0,0,
6.57,0.015632613,0.001530596,0.000195991,0.000335985,0,9.33E-06,0.000149326,0.000261321,0.00138127,8.40E-05,1.87E-05,84.49394405,0.0183039,6.88E-05,0,100,0,0,
6.58,0.017996592,0.001652177,0.000233358,0.000336036,0,9.33E-06,0.000140015,0.000298699,0.00153083,9.33E-05,1.87E-05,85.61580924,0.0197929,8.03E-05,0,100,0,0,
6.59,0.020815356,0.001792978,0.000270814,0.000345522,0,9.34E-06,0.0001214,0.000345522,0.001699594,0.000102723,1.87E-05,86.61336873,0.0168287,7.75E-05,0,100,0,0,
6.6,0.024152653,0.001942673,0.000308213,0.000345572,0,9.34E-06,0.000112077,0.000382931,0.001905314,0.000121417,2.80E-05,87.38146852,0.0215538,8.32E-05,0,100,0,0,
6.61,0.028168623,0.002102136,0.000355027,0.000345685,0,9.34E-06,0.000112114,0.000439113,0.002167536,0.000149485,3.74E-05,87.92296248,0.0211874,8.57E-05,0,100,0,0,
6.62,0.032994317,0.002289974,0.000411261,0.00035518,0,9.35E-06,0.000102815,0.000495382,0.002504951,0.00017759,5.61E-05,88.207493,0.0166378,8.53E-05,0,100,0,0,
6.63,0.038850206,0.002497112,0.000458272,0.000355394,0,9.35E-06,0.000102877,0.000542444,0.002946032,0.000215107,7.48E-05,88.22677915,0.0260478,9.08E-05,0,100,0,0,
6.64,0.045984931,0.00272427,0.000505535,0.000365108,0,9.36E-06,9.36E-05,0.00058979,0.003491934,0.000262129,9.36E-05,88.01511062,0.023969,8.09E-05,0,100,0,0,
6.65,0.054604882,0.002973348,0.000561009,0.000364656,0,9.35E-06,9.35E-05,0.00061711,0.004188868,0.000327255,0.000121552,87.3711957,0.0100548,8.59E-05,0,100,0,0,
6.66,0.065270068,0.003261634,0.000616813,0.000373826,0,9.35E-06,9.35E-05,0.000616813,0.005046655,0.000411209,0.000140185,86.59661477,0.00947065,8.32E-05,0,100,0,0,
6.67,0.07857047,0.003591365,0.000664028,0.000374101,0,1.87E-05,9.35E-05,0.000607913,0.006051077,0.000514388,0.00014964,85.77311237,0.0219199,8.64E-05,0,100,0,0,
6.68,0.095125614,0.003947199,0.000720223,0.000383496,0,1.87E-05,9.35E-05,0.000570567,0.007108699,0.000654749,0.000140303,84.78968727,0.00413287,7.54E-05,0,100,0,0,
6.69,0.115823514,0.004354127,0.000766177,0.000392432,0,1.87E-05,9.34E-05,0.000532586,0.008100919,0.000822239,0.000130811,83.65503696,0.0184532,7.65E-05,0,100,0,0,
6.7,0.142091767,0.00481762,0.00082161,0.000401468,0,1.87E-05,0.000102701,0.000494833,0.008869648,0.001027012,0.000112038,82.54095735,0.0177565,7.78E-05,0,100,0,0,
6.71,0.175829156,0.005350794,0.000877792,0.000410881,9.34E-06,1.87E-05,0.00010272,0.000448234,0.009310195,0.001232644,9.34E-05,81.54108163,0.0120925,7.18E-05,0,100,0,0,
6.72,0.219352717,0.005948896,0.000933893,0.000420252,9.34E-06,1.87E-05,0.000102728,0.000410913,0.009264216,0.001419517,8.41E-05,80.61568177,0.0138233,6.58E-05,0,100,0,0,
6.73,0.276101719,0.006640563,0.000999353,0.000429629,9.34E-06,2.80E-05,0.000112077,0.00037359,0.008975501,0.001550399,6.54E-05,79.7909031,0.00877274,5.86E-05,0,100,0,0,
6.74,0.350958874,0.007427652,0.001065097,0.000439119,9.34E-06,2.80E-05,0.000112115,0.000345689,0.008604864,0.001597646,6.54E-05,79.10496614,0.0106848,5.46E-05,0,100,0,0,
6.75,0.450631086,0.008334465,0.001130572,0.000448491,9.34E-06,2.80E-05,0.000121466,0.000327025,0.00826906,0.001579063,5.61E-05,78.53046245,0.00721969,4.16E-05,0,100,0,0,
6.76,0.585013494,0.009369707,0.001214419,0.000467084,9.34E-06,3.74E-05,0.000130784,0.000317617,0.008127263,0.001513352,5.61E-05,78.07554549,0.012007,4.22E-05,0,100,0,0,
6.77,0.768726268,0.010580387,0.001298035,0.000476257,9.34E-06,4.67E-05,0.000149414,0.000317505,0.00825513,0.001428772,4.67E-05,77.7511164,0.00731843,2.68E-05,0,100,0,0,
6.78,1.023778408,0.011970194,0.001381895,0.000494868,9.34E-06,5.60E-05,0.000168068,0.000317462,0.00847811,0.001335209,4.67E-05,77.58947326,0.0108916,3.12E-05,0,100,0,0,
6.79,1.384468029,0.013615267,0.001485812,0.00051396,1.87E-05,6.54E-05,0.000196239,0.000327065,0.008802733,0.001261538,4.67E-05,77.64224354,0.0131198,2.04E-05,0,100,0,0,
6.8,1.900267513,0.015523565,0.001598151,0.000523371,1.87E-05,7.48E-05,0.000224302,0.000336453,0.009140305,0.001196277,4.67E-05,77.77423731,0.00310152,1.21E-05,0,100,0,0,
6.81,2.650599661,0.017748822,0.001718833,0.000551148,1.87E-05,8.41E-05,0.00025222,0.000354976,0.009397534,0.001139661,4.67E-05,77.98165185,0.0106993,3.11E-06,0,100,0,0,
6.82,3.76796561,0.020398004,0.001850965,0.000570247,2.80E-05,0.000102831,0.000289797,0.000373932,0.009497879,0.0011031,4.67E-05,78.39038823,0.0119894,5.62E-06,0,100,0,0,
6.83,5.45242757,0.02351603,0.002000966,0.00058907,3.74E-05,0.000121554,0.000327261,0.000402063,0.009312909,0.001084636,4.68E-05,78.84948117,0.00755327,7.23E-06,0,100,0,0,
6.84,8.022267771,0.02719568,0.002167433,0.000616597,4.67E-05,0.000149478,0.000373695,0.00042975,0.008781841,0.001074374,4.67E-05,79.29659521,0.0170554,4.49E-06,0,100,0,0,
6.85,11.98902635,0.031613768,0.002344875,0.000635265,5.61E-05,0.000168158,0.000420396,0.000467107,0.007978179,0.001083687,5.61E-05,79.86087133,0.0137087,1.43E-06,0,100,0,0,
6.86,18.04892422,0.036893,0.00254982,0.00066314,6.54E-05,0.00019614,0.000467,0.00052304,0.00702368,0.00110212,5.60E-05,80.44161862,0.0120994,7.94E-06,0,100,0,0,
6.87,26.96922096,0.043246562,0.002772335,0.00069075,8.40E-05,0.000224027,0.00052273,0.000578737,0.006076735,0.001138804,5.60E-05,81.00434922,0.00956354,1.74E-06,0,100,0,0,
6.88,39.08155016,0.05099241,0.003025369,0.00072833,0.000102713,0.000252114,0.000569591,0.000644292,0.005219695,0.001195208,6.54E-05,81.63408577,0.0155188,2.52E-07,0,100,0,0,
6.89,53.16410296,0.060428423,0.003306796,0.000765981,0.000121436,0.000280237,0.00060718,0.000719275,0.004493132,0.001270407,7.47E-05,82.24340177,0.016063,5.91E-06,0,100,0,0,
6.9,66.15386285,0.072021432,0.00361696,0.000803769,0.000149538,0.000299077,0.000635538,0.000803769,0.003878652,0.001355192,7.48E-05,82.82074934,0.0221661,6.74E-07,0,100,0,0,
6.91,75.01536359,0.086274794,0.003972566,0.000841249,0.000177597,0.000317805,0.000644958,0.000878638,0.003336956,0.001467513,8.41E-05,83.30620309,0.0282582,5.76E-06,0,100,0,0,
6.92,79.18694425,0.103908608,0.004362611,0.000887469,0.000214861,0.000326962,0.000653925,0.000952861,0.002895951,0.001616128,0.00010276,83.66896166,0.0153083,1.15E-05,0,100,0,0,
6.93,80.29764252,0.125990992,0.004809529,0.000933889,0.00025215,0.0003362,0.000653722,0.001017939,0.002558856,0.001793067,0.000112067,83.98361914,0.0335013,1.56E-06,0,100,0,0,
6.94,80.16549439,0.15389795,0.005314878,0.000990118,0.000280222,0.000345607,0.000644511,0.001074185,0.00228848,0.002008258,0.00013077,84.26792652,0.016605,1.72E-05,0,100,0,0,
6.95,79.88984966,0.18942627,0.005887737,0.001046709,0.000317751,0.000345788,0.000635502,0.001121474,0.002093418,0.002289676,0.00014953,84.51167683,0.029487,1.41E-05,0,100,0,0,
6.96,79.85252923,0.234888475,0.006542594,0.001102894,0.000355169,0.000355169,0.000616873,0.001149627,0.001953432,0.002635731,0.000177585,84.65562514,0.025299,1.31E-05,0,100,0,0,
6.97,80.05277942,0.293497348,0.007276253,0.001176904,0.000382961,0.000354939,0.000607133,0.001148882,0.00184942,0.003073026,0.000214832,84.67612391,0.024941,7.40E-06,0,100,0,0,
6.98,80.41927178,0.370247955,0.008116278,0.001242192,0.000410951,0.000354912,0.000588407,0.001130115,0.0017839,0.003623839,0.000261514,84.6941964,0.0363998,2.25E-05,0,100,0,0,
6.99,80.70782232,0.47183761,0.009090689,0.001326699,0.000439119,0.000355032,0.00056992,0.001102468,0.001747131,0.004325785,0.00031766,84.70698756,0.0226033,2.28E-05,0,100,0,0,
7,80.6818576,0.607197556,0.010193302,0.001410805,0.000467154,0.000355037,0.000551242,0.001074454,0.001747156,0.005194754,0.000383066,84.65681578,0.058894,2.06E-05,0,100,0,0,
7.01,80.31082348,0.788942091,0.011455203,0.001513657,0.000485865,0.000364399,0.000532583,0.001037135,0.001775276,0.006278872,0.000476522,84.58941668,0.0459398,2.71E-05,0,100,0,0,
7.02,79.68720155,1.037717306,0.012924856,0.001616775,0.000514004,0.000364475,0.000523349,0.000990625,0.001822377,0.007607254,0.000598113,84.5272095,0.0558961,1.76E-05,0,100,0,0,
7.03,78.95758049,1.382431415,0.014604827,0.001728658,0.000532614,0.00036442,0.000513925,0.000953098,0.001878164,0.009166561,0.000738184,84.43475493,0.077871,2.37E-05,0,100,0,0,
7.04,78.35455621,1.867391633,0.016570226,0.00185878,0.000551095,0.000373624,0.000495052,0.000915379,0.001933504,0.010919163,0.000906038,84.3311024,0.0661883,2.54E-05,0,100,0,0,
7.05,78.07225048,2.561385559,0.018847383,0.001989342,0.000579057,0.000373585,0.000485661,0.000877926,0.001942644,0.012673885,0.001102077,84.26907962,0.1027281,1.44E-05,0,100,0,0,
7.06,78.10048615,3.570297531,0.021528691,0.002148199,0.00059776,0.0003736,0.00047634,0.0008406,0.001933379,0.014168774,0.001288919,84.23729316,0.1118311,1.66E-05,0,100,0,0,
7.07,78.10612379,5.058414006,0.024664439,0.002316085,0.000625717,0.000382901,0.000466953,0.000803159,0.001905167,0.015157283,0.001447553,84.21212739,0.1076964,1.28E-05,0,100,0,0,
7.08,77.31053144,7.282616104,0.02835981,0.002493273,0.000653667,0.000382862,0.000457567,0.000775062,0.00186762,0.015463894,0.001550125,84.20523353,0.0888803,9.16E-06,0,100,0,0,
7.09,74.4021655,10.63182211,0.03274677,0.002698551,0.000681641,0.000392177,0.000448202,0.000747004,0.001792809,0.015126823,0.001587383,84.21857716,0.0895256,1.24E-05,0,100,0,0,
7.1,67.99263193,15.65436442,0.03795071,0.002931494,0.00071887,0.000401447,0.000448126,0.000728206,0.001745826,0.014452078,0.001577779,84.23365925,0.1185094,1.15E-05,0,100,0,0,
7.11,57.77449006,22.99385345,0.044169757,0.003182313,0.000755916,0.000401289,0.000438618,0.000709254,0.001670481,0.013587823,0.001521164,84.23801651,0.0759354,1.00E-05,0,100,0,0,
7.12,45.39564999,33.09275401,0.051644345,0.003461617,0.000793093,0.000410542,0.000429203,0.000690457,0.001576855,0.012698817,0.001455559,84.26266166,0.1298854,9.36E-06,0,100,0,0,
7.13,33.44407612,45.50768848,0.06069829,0.003780807,0.000830844,0.00042009,0.000429425,0.000672143,0.001474982,0.011893205,0.001390964,84.3441663,0.0888435,2.07E-06,0,100,0,0,
7.14,23.65667643,58.24840872,0.071705499,0.004138832,0.000878217,0.000429766,0.000429766,0.000663334,0.001354697,0.011220626,0.001336011,84.43970402,0.0853876,1.76E-05,0,100,0,0,
7.15,16.43095017,68.48434265,0.085085838,0.004532802,0.000925252,0.000439261,0.000420569,0.000644873,0.001224324,0.010607692,0.0012804,84.48034942,0.0967076,7.33E-06,0,100,0,0,
7.16,11.39133941,74.63514606,0.101455626,0.004970475,0.000981015,0.000448464,0.000420435,0.000625981,0.001093131,0.010099782,0.001242619,84.44202496,0.0857895,3.74E-06,0,100,0,0,
7.17,7.965305682,77.26875479,0.12163253,0.005463378,0.001036641,0.000457616,0.00042026,0.000607042,0.000980606,0.009731349,0.001214084,84.36800772,0.1134566,1.19E-05,0,100,0,0,
7.18,5.649070427,77.95598752,0.146794606,0.006024594,0.001092833,0.000467023,0.00041098,0.000597789,0.000878003,0.009489903,0.001214259,84.30947778,0.0775034,3.40E-06,0,100,0,0,
7.19,4.070563701,77.98216154,0.178348574,0.006662608,0.001158714,0.000485912,0.000411157,0.000579357,0.00079428,0.009344471,0.001214781,84.24000425,0.1025694,8.30E-06,0,100,0,0,
7.2,2.979745701,78.03315659,0.218092177,0.007383451,0.00123369,0.000495345,0.00041123,0.000570115,0.000719653,0.009290063,0.00123369,84.11283935,0.0720065,2.31E-06,0,100,0,0,
7.21,2.215091091,78.3715077,0.268567259,0.00819646,0.001308443,0.000514031,0.000411225,0.000551415,0.000663567,0.009271253,0.001271059,83.93307246,0.0753768,1.93E-06,0,100,0,0,
7.22,1.671294659,78.99127038,0.33329997,0.009122287,0.001392644,0.00052341,0.000411251,0.000542103,0.000607529,0.00928118,0.001327218,83.72471879,0.0754513,8.50E-07,0,100,0,0,
7.23,1.278393523,79.70777633,0.416993828,0.010177876,0.00147668,0.000542072,0.000411227,0.000532726,0.000570111,0.00926196,0.001392565,83.47470251,0.0734829,1.61E-06,0,100,0,0,
7.24,0.990319265,80.3088898,0.526228582,0.011390391,0.001579144,0.000560643,0.000411138,0.000513922,0.000532611,0.009166508,0.001485703,83.18440752,0.1040438,1.53E-05,0,100,0,0,
7.25,0.776451321,80.65397207,0.670460325,0.012781707,0.001681804,0.000579288,0.000411108,0.000504541,0.000504541,0.008978962,0.001597713,82.88651955,0.0688272,2.56E-05,0,100,0,0,
7.26,0.615658923,80.68494176,0.863120505,0.01438176,0.00180356,0.000598072,0.000420519,0.000495278,0.000485933,0.008662697,0.001738146,82.59670654,0.1015803,1.62E-05,0,100,0,0,
7.27,0.493165902,80.43542029,1.123278714,0.016235107,0.001934754,0.000616878,0.000420599,0.000486025,0.000467332,0.00822504,0.00191606,82.30269123,0.0599174,2.21E-05,0,100,0,0,
7.28,0.398746252,80.04875414,1.478748672,0.01838656,0.002075148,0.000644978,0.000420638,0.000476723,0.000448681,0.007702352,0.002121886,82.0028239,0.084215,3.08E-05,0,100,0,0,
7.29,0.325239812,79.73051588,1.971005612,0.020875553,0.002234329,0.000673103,0.000430038,0.000467433,0.000439387,0.007133026,0.002383908,81.71567536,0.0868414,3.00E-05,0,100,0,0,
7.3,0.267468449,79.64436211,2.661939887,0.02378744,0.002403055,0.00069193,0.000430119,0.00045817,0.000430119,0.006554637,0.002702268,81.45247875,0.0721234,2.58E-05,0,100,0,0,
7.31,0.221603638,79.80521218,3.644037536,0.027201358,0.00259016,0.000729359,0.000439486,0.000458187,0.000430135,0.006003187,0.003095101,81.20289818,0.0768808,2.22E-05,0,100,0,0,
7.32,0.184875233,79.99566493,5.057441797,0.031198981,0.002795474,0.000757302,0.000439422,0.000448772,0.000420723,0.005497453,0.003580824,80.97294006,0.0692126,2.55E-05,0,100,0,0,
7.33,0.155281561,79.63294367,7.115547548,0.035921951,0.003029337,0.000785384,0.000448791,0.000439441,0.000420741,0.005048895,0.004179363,80.79920095,0.102889,3.84E-05,0,100,0,0,
7.34,0.131271287,77.61376255,10.1312873,0.041531366,0.003282484,0.000822959,0.000458238,0.000439535,0.000420831,0.004675903,0.004947105,80.68627938,0.0623752,1.73E-05,0,100,0,0,
7.35,0.11159534,72.55354221,14.53552445,0.048199311,0.003572398,0.000860368,0.000467591,0.000430184,0.000420832,0.004367303,0.005910354,80.60813902,0.1017059,2.18E-05,0,100,0,0,
7.36,0.095381207,63.71510416,20.85794655,0.056166543,0.003880326,0.000906968,0.000476859,0.000430108,0.000420758,0.00412343,0.007115489,80.5706118,0.063051,3.71E-05,0,100,0,0,
7.37,0.08195076,51.99477019,29.57075146,0.065747604,0.004235447,0.000953677,0.000486188,0.00043009,0.00042074,0.003936254,0.00863919,80.6017564,0.0947056,2.00E-05,0,100,0,0,
7.38,0.070775403,39.65193583,40.67460253,0.077320889,0.004628594,0.001000524,0.000495587,0.000420781,0.000420781,0.003796382,0.010556934,80.70417549,0.07447,2.70E-05,0,100,0,0,
7.39,0.061409422,28.79894311,53.14647457,0.091370712,0.005068358,0.001056687,0.000504966,0.000420805,0.000420805,0.00369373,0.012904675,80.86315492,0.0742365,3.41E-05,0,100,0,0,
7.4,0.053517078,20.37222062,64.90168362,0.108530352,0.005554629,0.001112796,0.000514318,0.000420805,0.000420805,0.003637628,0.015691361,81.07679258,0.0831039,3.04E-05,0,100,0,0,
7.41,0.046830334,14.29451055,73.84878075,0.129596964,0.006106272,0.001168888,0.000523662,0.0004208,0.000430151,0.003609527,0.018842477,81.34644063,0.0698052,1.60E-05,0,100,0,0,
7.42,0.041142512,10.06750733,79.20347867,0.155649605,0.006723061,0.001234275,0.000542333,0.000420776,0.000430126,0.003628022,0.022095399,81.66707361,0.0898947,1.39E-05,0,100,0,0,
7.43,0.036287777,7.16477424,81.61221073,0.188058762,0.007423987,0.001309015,0.000551656,0.000420755,0.000430105,0.003646543,0.025067645,82.03687403,0.0691443,1.00E-05,0,100,0,0,
7.44,0.032118057,5.169258719,82.26756579,0.228688048,0.008218857,0.001393185,0.000570364,0.000420761,0.000439461,0.003674642,0.027283986,82.45451438,0.0927545,8.46E-06,0,100,0,0,
7.45,0.028528989,3.785266623,82.16201954,0.280006741,0.009116933,0.001477411,0.000589094,0.000420782,0.000439483,0.003674825,0.028435482,82.91096394,0.0606073,5.10E-06,0,100,0,0,
7.46,0.02542985,2.813753503,81.89474132,0.345393291,0.01013827,0.001571245,0.000607922,0.000420869,0.000439574,0.003647533,0.028478813,83.40849546,0.098479,2.07E-06,0,100,0,0,
7.47,0.02274175,2.12175567,81.71071393,0.429333551,0.011300713,0.001674526,0.000626778,0.00042097,0.00043968,0.003545505,0.027643715,83.92742178,0.0884377,1.05E-05,0,100,0,0,
7.48,0.020393141,1.621320221,81.65084517,0.537939263,0.01262878,0.001786739,0.000645471,0.000430314,0.000439669,0.003377029,0.026249154,84.43342382,0.0914399,2.45E-05,0,100,0,0,
7.49,0.018342959,1.254663986,81.70727362,0.679952245,0.014143067,0.001898838,0.000673479,0.000430278,0.000439632,0.003170965,0.02463812,84.9340629,0.0534719,1.21E-05,0,100,0,0,
7.5,0.016548208,0.982602457,81.85334783,0.867756585,0.015893389,0.002039293,0.000692237,0.00043031,0.000439664,0.002918621,0.02302156,85.43697495,0.090078,2.94E-05,0,100,0,0,
7.51,0.014958608,0.778390216,82.04892031,1.117143288,0.017886716,0.00217971,0.000720333,0.000439684,0.000439684,0.002647458,0.021544512,85.91434068,0.0394488,2.52E-05,0,100,0,0,
7.52,0.013565432,0.622943325,82.31463606,1.453213222,0.020189104,0.002338868,0.000748438,0.000439707,0.000430352,0.002366934,0.020254593,86.36095168,0.0802962,1.37E-05,0,100,0,0,
7.53,0.012332384,0.503288507,82.6992712,1.912286732,0.022858887,0.002507647,0.000776622,0.000449131,0.000430417,0.002114658,0.019181629,86.77425381,0.0536336,2.94E-05,0,100,0,0,
7.54,0.011239025,0.410154236,83.21343418,2.546860447,0.025968605,0.002704478,0.000804793,0.000458545,0.000430471,0.001871611,0.01834179,87.13738872,0.0713761,2.28E-05,0,100,0,0,
7.55,0.010266405,0.33693836,83.79839409,3.434912649,0.029591953,0.002910531,0.000842276,0.000458572,0.000430496,0.001656476,0.017706507,87.43998248,0.039753,2.77E-05,0,100,0,0,
7.56,0.009396416,0.278888245,84.23044564,4.692901418,0.033823354,0.003144617,0.000879744,0.000467949,0.000430513,0.00146936,0.017286036,87.67992234,0.0385118,5.44E-05,0,100,0,0,
7.57,0.0086198,0.232463189,83.99945667,6.493938447,0.03880314,0.003397381,0.000917199,0.000477318,0.000430522,0.001300925,0.017052417,87.85328416,0.0400328,6.25E-05,0,100,0,0,
7.58,0.007927746,0.195067467,82.24837547,9.092347246,0.044683657,0.003678399,0.000954699,0.000486709,0.000421191,0.001160614,0.017016105,87.96370904,0.0552652,8.01E-05,0,100,0,0,
7.59,0.007301207,0.164707745,77.89887252,12.84604341,0.051642,0.003987582,0.001001576,0.000496108,0.000421223,0.001039018,0.017167197,88.00764657,0.0474924,9.31E-05,0,100,0,0,
7.6,0.006738832,0.139849485,70.1902523,18.21375278,0.059910089,0.004333443,0.001048263,0.000505412,0.000421177,0.000935949,0.017502244,87.96742236,0.0524136,0.000102539,0,100,0,0,
7.61,0.006231476,0.119380489,59.47334067,25.67793954,0.069790663,0.004715712,0.001104075,0.000514611,0.000421046,0.000851448,0.018011399,87.84443817,0.0475286,0.000114289,0,100,0,0,
7.62,0.005772073,0.102456628,47.37740608,35.5026436,0.081650972,0.005145284,0.001160028,0.000523883,0.000420978,0.00077647,0.018700767,87.67372326,0.0562711,0.000122497,0,100,0,0,
7.63,0.005351701,0.08837791,35.88399484,47.27014027,0.096003147,0.005623028,0.001225652,0.000542655,0.000421025,0.000720421,0.019544935,87.4714699,0.0638474,0.000134696,0,100,0,0,
7.64,0.00497847,0.076604809,26.28543451,59.50663624,0.113419287,0.006157582,0.001291408,0.000552124,0.000421111,0.00066442,0.020503437,87.22665628,0.0549946,0.000136014,0,100,0,0,
7.65,0.004642101,0.066683402,18.93334119,70.08122342,0.134677075,0.006757251,0.001357066,0.000570904,0.000421158,0.000617699,0.02152587,86.93125346,0.0587662,0.0001377,0,100,0,0,
7.66,0.004323961,0.058279882,13.58281572,77.43228671,0.160744655,0.007431223,0.001431961,0.000580272,0.000430524,0.000580272,0.022499572,86.59363702,0.041508,9.39E-05,0,100,0,0,
7.67,0.004043172,0.051138641,9.786938289,81.40410678,0.192949164,0.008189296,0.00151619,0.000598988,0.000430523,0.000552193,0.023323114,86.22882795,0.0682867,6.03E-05,0,100,0,0,
7.68,0.003781415,0.045049386,7.117447375,82.8958692,0.233006321,0.009041701,0.00160991,0.000617756,0.000430557,0.000524157,0.023858485,85.85389072,0.0440613,6.89E-05,0,100,0,0,
7.69,0.003548029,0.039833417,5.237003652,83.01578893,0.2831964,0.010007502,0.001703803,0.000636586,0.000430632,0.000496162,0.023974942,85.47785917,0.0588273,9.92E-05,0,100,0,0,
7.7,0.003333104,0.035344008,3.901950343,82.57771109,0.346492988,0.011104104,0.001806992,0.000655386,0.000440045,0.000477495,0.023593881,85.09723793,0.0379929,9.85E-05,0,100,0,0,
7.71,0.003127101,0.031448903,2.944109779,82.03955167,0.426942965,0.012339879,0.001928691,0.000683468,0.000440041,0.000458766,0.022751067,84.71262415,0.0659463,8.90E-05,0,100,0,0,
7.72,0.002949073,0.028077052,2.24905705,81.6032409,0.530065529,0.013752981,0.002050308,0.00070216,0.00044002,0.00044002,0.021532917,84.33768735,0.0618409,9.79E-05,0,100,0,0,
7.73,0.002780556,0.025146713,1.738671477,81.31690656,0.663504366,0.015372637,0.002190741,0.000730247,0.000449383,0.000430659,0.020091157,83.98581919,0.0640263,0.000108611,0,100,0,0,
7.74,0.002621469,0.022591445,1.359287809,81.15312232,0.837812104,0.017217433,0.002340597,0.000758354,0.000449395,0.000421308,0.018565617,83.66042626,0.0355509,0.000119674,0,100,0,0,
